"","SITE_ID","DATE","VARIABLE_UNITS","VARIABLE_NAME","OBSERVATION_TYPE","VALUE"
"643","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","FUNGRA75","TAXON_COUNT",0
"644","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","FUNSEM34","TAXON_COUNT",0
"645","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","GOBROB106","TAXON_COUNT",0
"646","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","GOBSPP121","TAXON_COUNT",0
"647","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","HEMLET88","TAXON_COUNT",0
"648","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","KLEMAR102","TAXON_COUNT",0
"649","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LAGHOM81","TAXON_COUNT",0
"650","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LEPGUL38","TAXON_COUNT",0
"651","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LEPMAC39","TAXON_COUNT",0
"652","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LEPMAR42","TAXON_COUNT",0
"653","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LEPMIC40","TAXON_COUNT",0
"654","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LEPPLA17","TAXON_COUNT",61.1815544088801
"655","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LEPPUN41","TAXON_COUNT",0
"656","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LEPSPP19","TAXON_COUNT",0
"657","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LOPCYP71","TAXON_COUNT",0
"658","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","LUTGRI74","TAXON_COUNT",0.943396226415094
"659","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","MACSIA100","TAXON_COUNT",0
"660","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","MCSAL20","TAXON_COUNT",7.63773976559517
"661","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","MEGATL51","TAXON_COUNT",0.943396226415094
"662","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","MICGUL67","TAXON_COUNT",0
"663","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","MUGCEP107","TAXON_COUNT",0.813008130081301
"664","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","NOTCRY9","TAXON_COUNT",0
"665","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","NOTGYR37","TAXON_COUNT",0
"666","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","OREAUR78","TAXON_COUNT",4.01445202729827
"667","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","PTEMUL99","TAXON_COUNT",0
"668","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","SCIOCE94","TAXON_COUNT",0
"669","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","STRSPP80","TAXON_COUNT",0
"670","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","TILMAR77","TAXON_COUNT",0
"671","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","TRIMAC36","TAXON_COUNT",0
"672","10_RB","2007","CPUE = (COUNT / DISTANCE (M))*100","UNIDEEL200","TAXON_COUNT",0
"673","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","AMICAL55","TAXON_COUNT",3.2312925170068
"674","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","ANCMIT57","TAXON_COUNT",0
"675","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","ANGROS54","TAXON_COUNT",0
"676","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","ARCPRO92","TAXON_COUNT",0
"677","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","ARIFEL69","TAXON_COUNT",0
"678","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","BAGMAR76","TAXON_COUNT",0
"679","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","BELBEL86","TAXON_COUNT",0
"680","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","CALSAP109","TAXON_COUNT",0
"681","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","CARHIP105","TAXON_COUNT",0
"682","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","CARLEU91","TAXON_COUNT",1.02040816326531
"683","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","CENUND50","TAXON_COUNT",8.16326530612245
"684","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","CICSPP110","TAXON_COUNT",0
"685","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","CICURO84","TAXON_COUNT",0
"686","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","CLABAT60","TAXON_COUNT",0
"687","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","CYNNEB104","TAXON_COUNT",0
"688","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","ELOPSAU117","TAXON_COUNT",0
"689","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","ENNGLO47","TAXON_COUNT",0
"690","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","ERISUC33","TAXON_COUNT",0
"691","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","ESOAME18","TAXON_COUNT",0
"692","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","ESONIG14","TAXON_COUNT",0
"693","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","EUCHAR103","TAXON_COUNT",10.6554160125589
"694","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","EUCSPP115","TAXON_COUNT",0
"695","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","EUGPLU101","TAXON_COUNT",1.98194662480377
"696","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","EURGUL35","TAXON_COUNT",0
"697","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","FUNCHR8","TAXON_COUNT",0
"698","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","FUNCON4","TAXON_COUNT",0
"699","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","FUNGRA75","TAXON_COUNT",0
"700","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","FUNSEM34","TAXON_COUNT",0
"701","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","GOBROB106","TAXON_COUNT",0
"702","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","GOBSPP121","TAXON_COUNT",0
"703","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","HEMLET88","TAXON_COUNT",0
"704","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","KLEMAR102","TAXON_COUNT",0
"705","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LAGHOM81","TAXON_COUNT",0
"706","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LEPGUL38","TAXON_COUNT",0
"707","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LEPMAC39","TAXON_COUNT",0
"708","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LEPMAR42","TAXON_COUNT",0
"709","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LEPMIC40","TAXON_COUNT",0
"710","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LEPPLA17","TAXON_COUNT",30.5926216640502
"711","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LEPPUN41","TAXON_COUNT",0
"712","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LEPSPP19","TAXON_COUNT",0
"713","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LOPCYP71","TAXON_COUNT",0
"714","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","LUTGRI74","TAXON_COUNT",0
"715","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","MACSIA100","TAXON_COUNT",0
"716","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","MCSAL20","TAXON_COUNT",18.9822082679226
"717","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","MEGATL51","TAXON_COUNT",0
"718","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","MICGUL67","TAXON_COUNT",0
"719","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","MUGCEP107","TAXON_COUNT",4.86656200941915
"720","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","NOTCRY9","TAXON_COUNT",0
"721","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","NOTGYR37","TAXON_COUNT",0
"722","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","OREAUR78","TAXON_COUNT",0
"723","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","PTEMUL99","TAXON_COUNT",0
"724","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","SCIOCE94","TAXON_COUNT",0
"725","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","STRSPP80","TAXON_COUNT",0
"726","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","TILMAR77","TAXON_COUNT",0
"727","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","TRIMAC36","TAXON_COUNT",2.2108843537415
"728","10_RB","2008","CPUE = (COUNT / DISTANCE (M))*100","UNIDEEL200","TAXON_COUNT",0
"729","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","AMICAL55","TAXON_COUNT",16.3526949241235
"730","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","ANCMIT57","TAXON_COUNT",0
"731","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","ANGROS54","TAXON_COUNT",0
"732","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","ARCPRO92","TAXON_COUNT",1.28205128205128
"733","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","ARIFEL69","TAXON_COUNT",0
"734","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","BAGMAR76","TAXON_COUNT",0
"735","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","BELBEL86","TAXON_COUNT",0
"736","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","CALSAP109","TAXON_COUNT",0
"737","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","CARHIP105","TAXON_COUNT",1.02040816326531
"738","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","CARLEU91","TAXON_COUNT",0
"739","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","CENUND50","TAXON_COUNT",23.6787022501308
"740","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","CICSPP110","TAXON_COUNT",0
"741","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","CICURO84","TAXON_COUNT",0
"742","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","CLABAT60","TAXON_COUNT",0
"743","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","CYNNEB104","TAXON_COUNT",0
"744","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","ELOPSAU117","TAXON_COUNT",0
"745","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","ENNGLO47","TAXON_COUNT",0
"746","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","ERISUC33","TAXON_COUNT",0
"747","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","ESOAME18","TAXON_COUNT",0
"748","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","ESONIG14","TAXON_COUNT",0
"749","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","EUCHAR103","TAXON_COUNT",4.59183673469388
"750","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","EUCSPP115","TAXON_COUNT",0
"751","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","EUGPLU101","TAXON_COUNT",4.25170068027211
"752","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","EURGUL35","TAXON_COUNT",0
"753","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","FUNCHR8","TAXON_COUNT",0
"754","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","FUNCON4","TAXON_COUNT",1.28205128205128
"755","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","FUNGRA75","TAXON_COUNT",0
"756","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","FUNSEM34","TAXON_COUNT",0
"757","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","GOBROB106","TAXON_COUNT",0
"758","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","GOBSPP121","TAXON_COUNT",0
"759","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","HEMLET88","TAXON_COUNT",0
"760","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","KLEMAR102","TAXON_COUNT",0
"761","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LAGHOM81","TAXON_COUNT",0
"762","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LEPGUL38","TAXON_COUNT",0
"763","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LEPMAC39","TAXON_COUNT",5.96546310832025
"764","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LEPMAR42","TAXON_COUNT",1.19047619047619
"765","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LEPMIC40","TAXON_COUNT",2.30245944531659
"766","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LEPPLA17","TAXON_COUNT",34.8377812663527
"767","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LEPPUN41","TAXON_COUNT",9.44531658817373
"768","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LEPSPP19","TAXON_COUNT",4.76190476190476
"769","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LOPCYP71","TAXON_COUNT",0
"770","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","LUTGRI74","TAXON_COUNT",6.14861329147043
"771","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","MACSIA100","TAXON_COUNT",0
"772","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","MCSAL20","TAXON_COUNT",35.112506541078
"773","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","MEGATL51","TAXON_COUNT",3.84615384615385
"774","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","MICGUL67","TAXON_COUNT",0
"775","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","MUGCEP107","TAXON_COUNT",0
"776","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","NOTCRY9","TAXON_COUNT",0
"777","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","NOTGYR37","TAXON_COUNT",1.19047619047619
"778","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","OREAUR78","TAXON_COUNT",25.3270538984825
"779","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","PTEMUL99","TAXON_COUNT",0
"780","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","SCIOCE94","TAXON_COUNT",0
"781","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","STRSPP80","TAXON_COUNT",0
"782","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","TILMAR77","TAXON_COUNT",0
"783","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","TRIMAC36","TAXON_COUNT",4.68341182626897
"784","10_RB","2009","CPUE = (COUNT / DISTANCE (M))*100","UNIDEEL200","TAXON_COUNT",0
"785","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","AMICAL55","TAXON_COUNT",5.30837725959677
"786","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","ANCMIT57","TAXON_COUNT",0
"787","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","ANGROS54","TAXON_COUNT",2.50156347717323
"788","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","ARCPRO92","TAXON_COUNT",0
"789","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","ARIFEL69","TAXON_COUNT",0
"790","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","BAGMAR76","TAXON_COUNT",0
"791","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","BELBEL86","TAXON_COUNT",0
"792","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","CALSAP109","TAXON_COUNT",0
"793","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","CARHIP105","TAXON_COUNT",0
"794","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","CARLEU91","TAXON_COUNT",0
"795","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","CENUND50","TAXON_COUNT",7.20092915214866
"796","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","CICSPP110","TAXON_COUNT",0
"797","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","CICURO84","TAXON_COUNT",0
"798","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","CLABAT60","TAXON_COUNT",0
"799","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","CYNNEB104","TAXON_COUNT",0
"800","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","ELOPSAU117","TAXON_COUNT",0
"801","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","ENNGLO47","TAXON_COUNT",0
"802","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","ERISUC33","TAXON_COUNT",0
"803","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","ESOAME18","TAXON_COUNT",0
"804","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","ESONIG14","TAXON_COUNT",0
"805","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","EUCHAR103","TAXON_COUNT",0
"806","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","EUCSPP115","TAXON_COUNT",0
"807","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","EUGPLU101","TAXON_COUNT",1.58730158730159
"808","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","EURGUL35","TAXON_COUNT",0
"809","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","FUNCHR8","TAXON_COUNT",0
"810","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","FUNCON4","TAXON_COUNT",0
"811","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","FUNGRA75","TAXON_COUNT",0
"812","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","FUNSEM34","TAXON_COUNT",0
"813","10_RB","2010","CPUE = (COUNT / DISTANCE (M))*100","GOBROB106","TAXON_COUNT",0
