"SITE_ID","DATE","VARIABLE_UNITS","VARIABLE_NAME","VALUE","OBSERVATION_TYPE"
"27NE",2006,"PCT_COVER","AREF",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","ARFR",37.5,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","ARFR",5,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","ARFR",5,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","ARFR",5,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","ARFR",9.2,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","ARFR",6.90909090909091,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","ARFR",13.5714285714286,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","ARFR",5,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","ARFR",8,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","ARFR",4,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","ARFR",27.5,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","ARFR",2,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","ARFR",17.5625,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","ARFR",15,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","ARFR",22.2777777777778,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","ARFR",4.2,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","ARFR",18.75,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","ARFR",0.733333333333333,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","ARFR",3,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","ARFR",20,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","ARFR",22.5,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","ARFR",23.75,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","ARFR",20,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","ARFR",10,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","ARFR",20,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","ARFR",0.333333333333333,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","ARFR",17.9130434782609,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","ARFR",11.8666666666667,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","ARFR",4.85714285714286,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","ARFR",5,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","ARFR",1,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","ARFR",20,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","ARFR",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","ARLO",5,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","ARLO",50,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","ARLO",20,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","ARLO",26.6666666666667,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","ARLO",50,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","ARLO",30,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","ARLO",5,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","ARLO",13.3333333333333,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","ARLO",10,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","ARLO",10,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","ARLO",10,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","ARLO",0,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","ARLO",11.7777777777778,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","ARLO",28,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","ARLO",8.375,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","ARLO",5,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","ARLO",15,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","ARLO",5,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","ARLO",11.25,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","ARLO",0.5,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","ARLO",8.81818181818182,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","ARLO",11,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","ARLO",13.75,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","ARLO",9,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","ARLO",6.66666666666667,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","ARLO",5,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","ARLO",16.6666666666667,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","ARLO",0.666666666666667,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","ARLO",9.05263157894737,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","ARLO",14.3125,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","ARLO",12.5,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","ARLO",6.25,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","ARLO",11.6666666666667,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","ARLO",7.5,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","ARLO",15,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","ARLO",0.833333333333333,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","ARLU",0.166666666666667,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"27NE",2001,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"27NE",2002,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"27NE",2003,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"27NE",2004,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"27NE",2005,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"27NE",2006,"PCT_COVER","ARLU",0,"TAXON_COUNT"
"13NW",1999,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13NW",2000,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13NW",2001,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13NW",2002,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13NW",2003,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13NW",2004,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13NW",2005,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13NW",2006,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13SW",1999,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13SW",2000,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13SW",2001,"PCT_COVER","ASGR",1,"TAXON_COUNT"
"13SW",2002,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13SW",2003,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13SW",2004,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13SW",2005,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"13SW",2006,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"24NE",1999,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"24NE",2000,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"24NE",2001,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"24NE",2002,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"24NE",2003,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"24NE",2004,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"24NE",2005,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"24NE",2006,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"25NE",1999,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"25NE",2000,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"25NE",2001,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"25NE",2002,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"25NE",2003,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"25NE",2004,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"25NE",2005,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"25NE",2006,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"26NW",1999,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"26NW",2000,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"26NW",2001,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"26NW",2002,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"26NW",2003,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"26NW",2004,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"26NW",2005,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"26NW",2006,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"27NE",1999,"PCT_COVER","ASGR",0,"TAXON_COUNT"
"27NE",2000,"PCT_COVER","ASGR",0,"TAXON_COUNT"
