"OBSERVATION_TYPE","SITE_ID","DATE","VARIABLE_NAME","VARIABLE_UNITS","VALUE"
"TAXON_COUNT","WS63",2005,"HERG","count",0
"TAXON_COUNT","WS63",2005,"HOFI","count",0
"TAXON_COUNT","WS63",2005,"HOSP","count",2
"TAXON_COUNT","WS63",2005,"HOWR","count",0
"TAXON_COUNT","WS63",2005,"INBU","count",0
"TAXON_COUNT","WS63",2005,"KILL","count",0
"TAXON_COUNT","WS63",2005,"MODO","count",0
"TAXON_COUNT","WS63",2005,"NOFL","count",0
"TAXON_COUNT","WS63",2005,"NOMO","count",0
"TAXON_COUNT","WS63",2005,"RBWO","count",0
"TAXON_COUNT","WS63",2005,"REVI","count",0
"TAXON_COUNT","WS63",2005,"RODO","count",0
"TAXON_COUNT","WS63",2005,"RTHU","count",0
"TAXON_COUNT","WS63",2005,"WAVI","count",0
"TAXON_COUNT","WS63",2005,"WBNU","count",0
"TAXON_COUNT","WS73",2005,"AMCR","count",0
"TAXON_COUNT","WS73",2005,"AMGO","count",0
"TAXON_COUNT","WS73",2005,"AMRO","count",1
"TAXON_COUNT","WS73",2005,"CACH","count",0
"TAXON_COUNT","WS73",2005,"CARW","count",0
"TAXON_COUNT","WS73",2005,"CHSW","count",0
"TAXON_COUNT","WS73",2005,"COYE","count",0
"TAXON_COUNT","WS73",2005,"DOWO","count",0
"TAXON_COUNT","WS73",2005,"EAKI","count",0
"TAXON_COUNT","WS73",2005,"EATO","count",0
"TAXON_COUNT","WS73",2005,"EUST","count",2
"TAXON_COUNT","WS73",2005,"FICR","count",0
"TAXON_COUNT","WS73",2005,"GRCA","count",0
"TAXON_COUNT","WS73",2005,"HEGU","count",0
"TAXON_COUNT","WS73",2005,"HERG","count",0
"TAXON_COUNT","WS73",2005,"HOFI","count",0
"TAXON_COUNT","WS73",2005,"HOSP","count",2
"TAXON_COUNT","WS73",2005,"HOWR","count",0
"TAXON_COUNT","WS73",2005,"INBU","count",0
"TAXON_COUNT","WS73",2005,"KILL","count",0
"TAXON_COUNT","WS73",2005,"MALL","count",0
"TAXON_COUNT","WS73",2005,"NOCA","count",0
"TAXON_COUNT","WS73",2005,"NOFL","count",0
"TAXON_COUNT","WS73",2005,"NOMO","count",0
"TAXON_COUNT","WS73",2005,"RBWO","count",0
"TAXON_COUNT","WS73",2005,"REVI","count",0
"TAXON_COUNT","WS73",2005,"RODO","count",0
"TAXON_COUNT","WS73",2005,"RTHU","count",0
"TAXON_COUNT","WS73",2005,"SOSP","count",0
"TAXON_COUNT","WS73",2005,"WAVI","count",0
"TAXON_COUNT","WS73",2005,"WBNU","count",0
"TAXON_COUNT","WS70",2005,"AMCR","count",0
"TAXON_COUNT","WS70",2005,"AMGO","count",0
"TAXON_COUNT","WS70",2005,"AMRO","count",0
"TAXON_COUNT","WS70",2005,"CACH","count",0
"TAXON_COUNT","WS70",2005,"CARW","count",0
"TAXON_COUNT","WS70",2005,"CHSW","count",0
"TAXON_COUNT","WS70",2005,"COGR","count",0
"TAXON_COUNT","WS70",2005,"COYE","count",0
"TAXON_COUNT","WS70",2005,"DOWO","count",0
"TAXON_COUNT","WS70",2005,"EAKI","count",0
"TAXON_COUNT","WS70",2005,"EATO","count",0
"TAXON_COUNT","WS70",2005,"FICR","count",0
"TAXON_COUNT","WS70",2005,"GRCA","count",0
"TAXON_COUNT","WS70",2005,"HEGU","count",0
"TAXON_COUNT","WS70",2005,"HERG","count",0
"TAXON_COUNT","WS70",2005,"HOFI","count",0
"TAXON_COUNT","WS70",2005,"HOWR","count",0
"TAXON_COUNT","WS70",2005,"INBU","count",0
"TAXON_COUNT","WS70",2005,"KILL","count",0
"TAXON_COUNT","WS70",2005,"MALL","count",0
"TAXON_COUNT","WS70",2005,"MODO","count",0
"TAXON_COUNT","WS70",2005,"NOCA","count",0
"TAXON_COUNT","WS70",2005,"NOFL","count",0
"TAXON_COUNT","WS70",2005,"NOMO","count",1
"TAXON_COUNT","WS70",2005,"RBWO","count",0
"TAXON_COUNT","WS70",2005,"REVI","count",0
"TAXON_COUNT","WS70",2005,"RTHU","count",0
"TAXON_COUNT","WS70",2005,"SOSP","count",0
"TAXON_COUNT","WS70",2005,"WAVI","count",0
"TAXON_COUNT","WS70",2005,"WBNU","count",0
"TAXON_COUNT","WS14",2005,"AMCR","count",0
"TAXON_COUNT","WS14",2005,"AMGO","count",0
"TAXON_COUNT","WS14",2005,"AMRO","count",0
"TAXON_COUNT","WS14",2005,"CACH","count",0
"TAXON_COUNT","WS14",2005,"CARW","count",0
"TAXON_COUNT","WS14",2005,"CHSW","count",0
"TAXON_COUNT","WS14",2005,"COYE","count",0
"TAXON_COUNT","WS14",2005,"DOWO","count",0
"TAXON_COUNT","WS14",2005,"EAKI","count",0
"TAXON_COUNT","WS14",2005,"EATO","count",0
"TAXON_COUNT","WS14",2005,"EUST","count",0
"TAXON_COUNT","WS14",2005,"FICR","count",0
"TAXON_COUNT","WS14",2005,"GRCA","count",0
"TAXON_COUNT","WS14",2005,"HEGU","count",0
"TAXON_COUNT","WS14",2005,"HERG","count",0
"TAXON_COUNT","WS14",2005,"HOFI","count",0
"TAXON_COUNT","WS14",2005,"HOWR","count",0
"TAXON_COUNT","WS14",2005,"INBU","count",0
"TAXON_COUNT","WS14",2005,"KILL","count",0
"TAXON_COUNT","WS14",2005,"MALL","count",0
"TAXON_COUNT","WS14",2005,"MODO","count",0
"TAXON_COUNT","WS14",2005,"NOCA","count",0
"TAXON_COUNT","WS14",2005,"NOFL","count",0
"TAXON_COUNT","WS14",2005,"NOMO","count",1
"TAXON_COUNT","WS14",2005,"RBWO","count",0
"TAXON_COUNT","WS14",2005,"REVI","count",0
"TAXON_COUNT","WS14",2005,"RTHU","count",0
"TAXON_COUNT","WS14",2005,"SOSP","count",0
"TAXON_COUNT","WS14",2005,"WAVI","count",0
"TAXON_COUNT","WS14",2005,"WBNU","count",0
"TAXON_COUNT","WS28",2005,"AMCR","count",0
"TAXON_COUNT","WS28",2005,"AMGO","count",0
"TAXON_COUNT","WS28",2005,"AMRO","count",0
"TAXON_COUNT","WS28",2005,"CACH","count",0
"TAXON_COUNT","WS28",2005,"CARW","count",0
"TAXON_COUNT","WS28",2005,"CHSW","count",0
"TAXON_COUNT","WS28",2005,"COGR","count",0
"TAXON_COUNT","WS28",2005,"COYE","count",0
"TAXON_COUNT","WS28",2005,"DOWO","count",0
"TAXON_COUNT","WS28",2005,"EAKI","count",0
"TAXON_COUNT","WS28",2005,"EATO","count",0
"TAXON_COUNT","WS28",2005,"EUST","count",1
"TAXON_COUNT","WS28",2005,"FICR","count",0
"TAXON_COUNT","WS28",2005,"GRCA","count",0
"TAXON_COUNT","WS28",2005,"HEGU","count",0
"TAXON_COUNT","WS28",2005,"HOFI","count",0
"TAXON_COUNT","WS28",2005,"HOWR","count",0
"TAXON_COUNT","WS28",2005,"INBU","count",0
"TAXON_COUNT","WS28",2005,"KILL","count",0
"TAXON_COUNT","WS28",2005,"MALL","count",0
"TAXON_COUNT","WS28",2005,"MODO","count",0
"TAXON_COUNT","WS28",2005,"NOCA","count",0
"TAXON_COUNT","WS28",2005,"NOFL","count",0
"TAXON_COUNT","WS28",2005,"NOMO","count",0
"TAXON_COUNT","WS28",2005,"RBWO","count",0
"TAXON_COUNT","WS28",2005,"REVI","count",0
"TAXON_COUNT","WS28",2005,"RTHU","count",0
"TAXON_COUNT","WS28",2005,"SOSP","count",0
"TAXON_COUNT","WS28",2005,"WAVI","count",0
"TAXON_COUNT","WS28",2005,"WBNU","count",0
"TAXON_COUNT","WS82",2005,"AMCR","count",0
"TAXON_COUNT","WS82",2005,"AMGO","count",0
"TAXON_COUNT","WS82",2005,"CACH","count",0
"TAXON_COUNT","WS82",2005,"CARW","count",0
"TAXON_COUNT","WS82",2005,"CHSW","count",0
"TAXON_COUNT","WS82",2005,"COGR","count",0
"TAXON_COUNT","WS82",2005,"COYE","count",0
"TAXON_COUNT","WS82",2005,"DOWO","count",0
"TAXON_COUNT","WS82",2005,"EAKI","count",0
"TAXON_COUNT","WS82",2005,"EATO","count",0
"TAXON_COUNT","WS82",2005,"FICR","count",0
"TAXON_COUNT","WS82",2005,"GRCA","count",0
"TAXON_COUNT","WS82",2005,"HEGU","count",0
"TAXON_COUNT","WS82",2005,"HERG","count",0
"TAXON_COUNT","WS82",2005,"HOFI","count",0
"TAXON_COUNT","WS82",2005,"HOSP","count",1
"TAXON_COUNT","WS82",2005,"INBU","count",0
"TAXON_COUNT","WS82",2005,"KILL","count",0
"TAXON_COUNT","WS82",2005,"MALL","count",0
"TAXON_COUNT","WS82",2005,"NOFL","count",0
"TAXON_COUNT","WS82",2005,"NOMO","count",1
"TAXON_COUNT","WS82",2005,"RBWO","count",0
"TAXON_COUNT","WS82",2005,"REVI","count",0
"TAXON_COUNT","WS82",2005,"RODO","count",0
"TAXON_COUNT","WS82",2005,"RTHU","count",0
"TAXON_COUNT","WS82",2005,"WAVI","count",0
"TAXON_COUNT","WS82",2005,"WBNU","count",0
"TAXON_COUNT","WS83",2005,"AMCR","count",0
"TAXON_COUNT","WS83",2005,"AMGO","count",0
"TAXON_COUNT","WS83",2005,"CACH","count",0
"TAXON_COUNT","WS83",2005,"CARW","count",0
"TAXON_COUNT","WS83",2005,"CHSW","count",0
"TAXON_COUNT","WS83",2005,"COGR","count",0
"TAXON_COUNT","WS83",2005,"COYE","count",0
"TAXON_COUNT","WS83",2005,"DOWO","count",0
"TAXON_COUNT","WS83",2005,"EAKI","count",0
"TAXON_COUNT","WS83",2005,"EATO","count",0
"TAXON_COUNT","WS83",2005,"EUST","count",2
"TAXON_COUNT","WS83",2005,"FICR","count",0
"TAXON_COUNT","WS83",2005,"GRCA","count",0
"TAXON_COUNT","WS83",2005,"HEGU","count",0
"TAXON_COUNT","WS83",2005,"HERG","count",0
"TAXON_COUNT","WS83",2005,"HOWR","count",0
"TAXON_COUNT","WS83",2005,"INBU","count",0
"TAXON_COUNT","WS83",2005,"KILL","count",0
"TAXON_COUNT","WS83",2005,"MALL","count",0
"TAXON_COUNT","WS83",2005,"MODO","count",0
"TAXON_COUNT","WS83",2005,"NOCA","count",0
"TAXON_COUNT","WS83",2005,"NOFL","count",0
"TAXON_COUNT","WS83",2005,"NOMO","count",0
"TAXON_COUNT","WS83",2005,"RBWO","count",0
"TAXON_COUNT","WS83",2005,"REVI","count",0
"TAXON_COUNT","WS83",2005,"RODO","count",1
"TAXON_COUNT","WS83",2005,"RTHU","count",0
"TAXON_COUNT","WS83",2005,"SOSP","count",0
"TAXON_COUNT","WS83",2005,"WAVI","count",0
"TAXON_COUNT","WS83",2005,"WBNU","count",0
"TAXON_COUNT","WS49",2005,"AMCR","count",0
"TAXON_COUNT","WS49",2005,"AMGO","count",0
"TAXON_COUNT","WS49",2005,"AMRO","count",0
"TAXON_COUNT","WS49",2005,"CACH","count",0
"TAXON_COUNT","WS49",2005,"CARW","count",0
"TAXON_COUNT","WS49",2005,"CHSW","count",0
"TAXON_COUNT","WS49",2005,"COGR","count",0
"TAXON_COUNT","WS49",2005,"COYE","count",0
"TAXON_COUNT","WS49",2005,"DOWO","count",0
"TAXON_COUNT","WS49",2005,"EAKI","count",0
"TAXON_COUNT","WS49",2005,"EATO","count",0
"TAXON_COUNT","WS49",2005,"FICR","count",0
"TAXON_COUNT","WS49",2005,"GRCA","count",0
"TAXON_COUNT","WS49",2005,"HEGU","count",0
"TAXON_COUNT","WS49",2005,"HERG","count",0
"TAXON_COUNT","WS49",2005,"HOFI","count",0
"TAXON_COUNT","WS49",2005,"HOWR","count",0
"TAXON_COUNT","WS49",2005,"INBU","count",0
"TAXON_COUNT","WS49",2005,"KILL","count",0
"TAXON_COUNT","WS49",2005,"MALL","count",0
"TAXON_COUNT","WS49",2005,"MODO","count",0
"TAXON_COUNT","WS49",2005,"NOCA","count",0
"TAXON_COUNT","WS49",2005,"NOFL","count",0
"TAXON_COUNT","WS49",2005,"NOMO","count",0
"TAXON_COUNT","WS49",2005,"RBWO","count",0
"TAXON_COUNT","WS49",2005,"REVI","count",0
"TAXON_COUNT","WS49",2005,"RODO","count",0
"TAXON_COUNT","WS49",2005,"RTHU","count",0
"TAXON_COUNT","WS49",2005,"SOSP","count",0
"TAXON_COUNT","WS49",2005,"WAVI","count",0
"TAXON_COUNT","WS49",2005,"WBNU","count",0
"TAXON_COUNT","WS53",2005,"AMCR","count",0
"TAXON_COUNT","WS53",2005,"AMRO","count",1
"TAXON_COUNT","WS53",2005,"CACH","count",0
"TAXON_COUNT","WS53",2005,"CARW","count",0
"TAXON_COUNT","WS53",2005,"CHSW","count",0
"TAXON_COUNT","WS53",2005,"COGR","count",0
"TAXON_COUNT","WS53",2005,"COYE","count",0
"TAXON_COUNT","WS53",2005,"DOWO","count",0
"TAXON_COUNT","WS53",2005,"EAKI","count",0
"TAXON_COUNT","WS53",2005,"EATO","count",0
"TAXON_COUNT","WS53",2005,"FICR","count",0
"TAXON_COUNT","WS53",2005,"GRCA","count",0
"TAXON_COUNT","WS53",2005,"HEGU","count",0
"TAXON_COUNT","WS53",2005,"HERG","count",0
"TAXON_COUNT","WS53",2005,"HOFI","count",0
"TAXON_COUNT","WS53",2005,"HOWR","count",0
"TAXON_COUNT","WS53",2005,"INBU","count",0
"TAXON_COUNT","WS53",2005,"KILL","count",0
"TAXON_COUNT","WS53",2005,"MALL","count",0
"TAXON_COUNT","WS53",2005,"NOFL","count",0
"TAXON_COUNT","WS53",2005,"NOMO","count",0
"TAXON_COUNT","WS53",2005,"RBWO","count",0
"TAXON_COUNT","WS53",2005,"REVI","count",0
"TAXON_COUNT","WS53",2005,"RTHU","count",0
"TAXON_COUNT","WS53",2005,"SOSP","count",0
"TAXON_COUNT","WS53",2005,"WAVI","count",0
"TAXON_COUNT","WS53",2005,"WBNU","count",0
"TAXON_COUNT","WS76",2005,"AMCR","count",0
"TAXON_COUNT","WS76",2005,"AMGO","count",0
"TAXON_COUNT","WS76",2005,"AMRO","count",1
"TAXON_COUNT","WS76",2005,"CACH","count",0
"TAXON_COUNT","WS76",2005,"CARW","count",0
"TAXON_COUNT","WS76",2005,"CHSW","count",0
"TAXON_COUNT","WS76",2005,"COGR","count",0
"TAXON_COUNT","WS76",2005,"COYE","count",0
"TAXON_COUNT","WS76",2005,"DOWO","count",0
"TAXON_COUNT","WS76",2005,"EAKI","count",0
"TAXON_COUNT","WS76",2005,"EATO","count",0
"TAXON_COUNT","WS76",2005,"FICR","count",0
"TAXON_COUNT","WS76",2005,"GRCA","count",0
"TAXON_COUNT","WS76",2005,"HEGU","count",0
"TAXON_COUNT","WS76",2005,"HERG","count",0
"TAXON_COUNT","WS76",2005,"HOFI","count",0
"TAXON_COUNT","WS76",2005,"HOWR","count",0
"TAXON_COUNT","WS76",2005,"INBU","count",0
"TAXON_COUNT","WS76",2005,"KILL","count",0
"TAXON_COUNT","WS76",2005,"MALL","count",0
"TAXON_COUNT","WS76",2005,"NOCA","count",0
"TAXON_COUNT","WS76",2005,"NOFL","count",0
"TAXON_COUNT","WS76",2005,"NOMO","count",0
"TAXON_COUNT","WS76",2005,"RBWO","count",0
"TAXON_COUNT","WS76",2005,"REVI","count",0
"TAXON_COUNT","WS76",2005,"RODO","count",0
"TAXON_COUNT","WS76",2005,"RTHU","count",0
"TAXON_COUNT","WS76",2005,"WAVI","count",0
"TAXON_COUNT","WS76",2005,"WBNU","count",0
"TAXON_COUNT","WS31",2005,"AMCR","count",0
"TAXON_COUNT","WS31",2005,"AMGO","count",0
"TAXON_COUNT","WS31",2005,"AMRO","count",0
"TAXON_COUNT","WS31",2005,"CACH","count",0
"TAXON_COUNT","WS31",2005,"CARW","count",0
"TAXON_COUNT","WS31",2005,"CHSW","count",0
"TAXON_COUNT","WS31",2005,"COGR","count",0
"TAXON_COUNT","WS31",2005,"COYE","count",0
"TAXON_COUNT","WS31",2005,"DOWO","count",0
"TAXON_COUNT","WS31",2005,"EAKI","count",0
"TAXON_COUNT","WS31",2005,"EATO","count",0
"TAXON_COUNT","WS31",2005,"FICR","count",0
"TAXON_COUNT","WS31",2005,"GRCA","count",0
"TAXON_COUNT","WS31",2005,"HEGU","count",0
"TAXON_COUNT","WS31",2005,"HOFI","count",0
"TAXON_COUNT","WS31",2005,"HOSP","count",1
"TAXON_COUNT","WS31",2005,"HOWR","count",0
"TAXON_COUNT","WS31",2005,"INBU","count",0
"TAXON_COUNT","WS31",2005,"KILL","count",0
"TAXON_COUNT","WS31",2005,"MALL","count",0
"TAXON_COUNT","WS31",2005,"NOCA","count",0
"TAXON_COUNT","WS31",2005,"NOFL","count",0
"TAXON_COUNT","WS31",2005,"RBWO","count",0
"TAXON_COUNT","WS31",2005,"REVI","count",0
"TAXON_COUNT","WS31",2005,"RODO","count",0
"TAXON_COUNT","WS31",2005,"RTHU","count",0
"TAXON_COUNT","WS31",2005,"SOSP","count",0
"TAXON_COUNT","WS31",2005,"WAVI","count",0
"TAXON_COUNT","WS31",2005,"WBNU","count",0
"TAXON_COUNT","WS59",2005,"AMCR","count",0
"TAXON_COUNT","WS59",2005,"AMGO","count",0
"TAXON_COUNT","WS59",2005,"AMRO","count",1
"TAXON_COUNT","WS59",2005,"CACH","count",0
"TAXON_COUNT","WS59",2005,"CARW","count",0
"TAXON_COUNT","WS59",2005,"CHSW","count",0
"TAXON_COUNT","WS59",2005,"COGR","count",0
"TAXON_COUNT","WS59",2005,"COYE","count",0
"TAXON_COUNT","WS59",2005,"DOWO","count",0
"TAXON_COUNT","WS59",2005,"EAKI","count",0
"TAXON_COUNT","WS59",2005,"EATO","count",0
"TAXON_COUNT","WS59",2005,"EUST","count",1
"TAXON_COUNT","WS59",2005,"FICR","count",0
"TAXON_COUNT","WS59",2005,"HEGU","count",0
"TAXON_COUNT","WS59",2005,"HERG","count",0
"TAXON_COUNT","WS59",2005,"HOFI","count",0
"TAXON_COUNT","WS59",2005,"HOSP","count",0
"TAXON_COUNT","WS59",2005,"HOWR","count",0
"TAXON_COUNT","WS59",2005,"INBU","count",0
"TAXON_COUNT","WS59",2005,"KILL","count",0
"TAXON_COUNT","WS59",2005,"MALL","count",0
"TAXON_COUNT","WS59",2005,"NOCA","count",0
"TAXON_COUNT","WS59",2005,"NOFL","count",0
"TAXON_COUNT","WS59",2005,"RBWO","count",0
"TAXON_COUNT","WS59",2005,"REVI","count",0
"TAXON_COUNT","WS59",2005,"RODO","count",0
"TAXON_COUNT","WS59",2005,"RTHU","count",0
"TAXON_COUNT","WS59",2005,"SOSP","count",0
"TAXON_COUNT","WS59",2005,"WAVI","count",0
"TAXON_COUNT","WS59",2005,"WBNU","count",0
