"OBSERVATION_TYPE","SITE_ID","DATE","VARIABLE_NAME","VARIABLE_UNITS","VALUE"
"TAXON_COUNT",349,1991,"Alcadia_alta","COUNT (yearly mean)",0
"TAXON_COUNT",352,1991,"Alcadia_alta","COUNT (yearly mean)",0
"TAXON_COUNT",355,1991,"Alcadia_alta","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",394,1991,"Alcadia_alta","COUNT (yearly mean)",0
"TAXON_COUNT",397,1991,"Alcadia_alta","COUNT (yearly mean)",0
"TAXON_COUNT",400,1991,"Alcadia_alta","COUNT (yearly mean)",0
"TAXON_COUNT",403,1991,"Alcadia_alta","COUNT (yearly mean)",0
"TAXON_COUNT",406,1991,"Alcadia_alta","COUNT (yearly mean)",0
"TAXON_COUNT",37,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",40,1991,"Alcadia_striata","COUNT (yearly mean)",1
"TAXON_COUNT",43,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",46,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",49,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",88,1991,"Alcadia_striata","COUNT (yearly mean)",2
"TAXON_COUNT",91,1991,"Alcadia_striata","COUNT (yearly mean)",1
"TAXON_COUNT",94,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",97,1991,"Alcadia_striata","COUNT (yearly mean)",2
"TAXON_COUNT",100,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",139,1991,"Alcadia_striata","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",142,1991,"Alcadia_striata","COUNT (yearly mean)",1.33333333333333
"TAXON_COUNT",145,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",148,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",151,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",190,1991,"Alcadia_striata","COUNT (yearly mean)",1
"TAXON_COUNT",193,1991,"Alcadia_striata","COUNT (yearly mean)",1.66666666666667
"TAXON_COUNT",196,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",199,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",202,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",241,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",244,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",247,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",250,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",253,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",292,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",295,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",298,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",301,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",304,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",343,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",346,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",349,1991,"Alcadia_striata","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",352,1991,"Alcadia_striata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",355,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",394,1991,"Alcadia_striata","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",397,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",400,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",403,1991,"Alcadia_striata","COUNT (yearly mean)",0
"TAXON_COUNT",406,1991,"Alcadia_striata","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",37,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",40,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",43,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",46,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",49,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",88,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",91,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",94,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",97,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",100,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",139,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",142,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",145,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",148,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",151,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",190,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",193,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",196,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",199,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",202,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",241,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",244,1991,"Austroselenites_alticola","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",247,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",250,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",253,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",292,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",295,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",298,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",301,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",304,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",343,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",346,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",349,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",352,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",355,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",394,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",397,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",400,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",403,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",406,1991,"Austroselenites_alticola","COUNT (yearly mean)",0
"TAXON_COUNT",37,1991,"Caracolus_caracolla","COUNT (yearly mean)",4
"TAXON_COUNT",40,1991,"Caracolus_caracolla","COUNT (yearly mean)",6
"TAXON_COUNT",43,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",46,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",49,1991,"Caracolus_caracolla","COUNT (yearly mean)",0
"TAXON_COUNT",88,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",91,1991,"Caracolus_caracolla","COUNT (yearly mean)",3
"TAXON_COUNT",94,1991,"Caracolus_caracolla","COUNT (yearly mean)",2.66666666666667
"TAXON_COUNT",97,1991,"Caracolus_caracolla","COUNT (yearly mean)",3.33333333333333
"TAXON_COUNT",100,1991,"Caracolus_caracolla","COUNT (yearly mean)",2
"TAXON_COUNT",139,1991,"Caracolus_caracolla","COUNT (yearly mean)",1.66666666666667
"TAXON_COUNT",142,1991,"Caracolus_caracolla","COUNT (yearly mean)",1.66666666666667
"TAXON_COUNT",145,1991,"Caracolus_caracolla","COUNT (yearly mean)",1.33333333333333
"TAXON_COUNT",148,1991,"Caracolus_caracolla","COUNT (yearly mean)",11.3333333333333
"TAXON_COUNT",151,1991,"Caracolus_caracolla","COUNT (yearly mean)",2
"TAXON_COUNT",190,1991,"Caracolus_caracolla","COUNT (yearly mean)",11.6666666666667
"TAXON_COUNT",193,1991,"Caracolus_caracolla","COUNT (yearly mean)",16.3333333333333
"TAXON_COUNT",196,1991,"Caracolus_caracolla","COUNT (yearly mean)",1
"TAXON_COUNT",199,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",202,1991,"Caracolus_caracolla","COUNT (yearly mean)",2.66666666666667
"TAXON_COUNT",241,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",244,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",247,1991,"Caracolus_caracolla","COUNT (yearly mean)",2.66666666666667
"TAXON_COUNT",250,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",253,1991,"Caracolus_caracolla","COUNT (yearly mean)",0
"TAXON_COUNT",292,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",295,1991,"Caracolus_caracolla","COUNT (yearly mean)",2.66666666666667
"TAXON_COUNT",298,1991,"Caracolus_caracolla","COUNT (yearly mean)",0
"TAXON_COUNT",301,1991,"Caracolus_caracolla","COUNT (yearly mean)",1.33333333333333
"TAXON_COUNT",304,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",343,1991,"Caracolus_caracolla","COUNT (yearly mean)",4
"TAXON_COUNT",346,1991,"Caracolus_caracolla","COUNT (yearly mean)",1.66666666666667
"TAXON_COUNT",349,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",352,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",355,1991,"Caracolus_caracolla","COUNT (yearly mean)",1.66666666666667
"TAXON_COUNT",394,1991,"Caracolus_caracolla","COUNT (yearly mean)",2
"TAXON_COUNT",397,1991,"Caracolus_caracolla","COUNT (yearly mean)",1.33333333333333
"TAXON_COUNT",400,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",403,1991,"Caracolus_caracolla","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",406,1991,"Caracolus_caracolla","COUNT (yearly mean)",0
"TAXON_COUNT",37,1991,"Caracolus_marginella","COUNT (yearly mean)",1
"TAXON_COUNT",40,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",43,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",46,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",49,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",88,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",91,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",94,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",97,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",100,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",139,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",142,1991,"Caracolus_marginella","COUNT (yearly mean)",1
"TAXON_COUNT",145,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",148,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",151,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",190,1991,"Caracolus_marginella","COUNT (yearly mean)",1
"TAXON_COUNT",193,1991,"Caracolus_marginella","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",196,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",199,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",202,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",241,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",244,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",247,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",250,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",253,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",292,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",295,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",298,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",301,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",304,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",343,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",346,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",349,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",352,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",355,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",394,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",397,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",400,1991,"Caracolus_marginella","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",403,1991,"Caracolus_marginella","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",406,1991,"Caracolus_marginella","COUNT (yearly mean)",0
"TAXON_COUNT",37,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",40,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",43,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",46,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",49,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",88,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",91,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",94,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",97,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",100,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",139,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",142,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",145,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",148,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",151,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",190,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",193,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",196,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",199,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",202,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",241,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",244,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",247,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",250,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",253,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",292,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",295,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",298,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",301,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",304,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",343,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",346,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",349,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",352,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",355,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",394,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",397,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",400,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",403,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",406,1991,"Cepolis_musicola","COUNT (yearly mean)",0
"TAXON_COUNT",37,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",40,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",43,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",46,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",49,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",88,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",91,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",94,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",97,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",100,1991,"Cepolis_squamosa","COUNT (yearly mean)",2.66666666666667
"TAXON_COUNT",139,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",142,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",145,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",148,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",151,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",190,1991,"Cepolis_squamosa","COUNT (yearly mean)",2
"TAXON_COUNT",193,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",196,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",199,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",202,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",241,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",244,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",247,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",250,1991,"Cepolis_squamosa","COUNT (yearly mean)",2
"TAXON_COUNT",253,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",292,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",295,1991,"Cepolis_squamosa","COUNT (yearly mean)",2
"TAXON_COUNT",298,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",301,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",304,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",343,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",346,1991,"Cepolis_squamosa","COUNT (yearly mean)",1.33333333333333
"TAXON_COUNT",349,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",352,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",355,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",394,1991,"Cepolis_squamosa","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",397,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",400,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",403,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",406,1991,"Cepolis_squamosa","COUNT (yearly mean)",0
"TAXON_COUNT",37,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",1
"TAXON_COUNT",40,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",43,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",46,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",1
"TAXON_COUNT",49,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",88,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",8.66666666666667
"TAXON_COUNT",91,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",2
"TAXON_COUNT",94,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",97,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",100,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",3.66666666666667
"TAXON_COUNT",139,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",142,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",145,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",148,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",2.66666666666667
"TAXON_COUNT",151,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",190,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",193,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",196,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",199,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",202,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",241,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",2
"TAXON_COUNT",244,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",247,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",2.33333333333333
"TAXON_COUNT",250,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",253,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",292,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",3.33333333333333
"TAXON_COUNT",295,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",298,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",301,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",304,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",343,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",1.66666666666667
"TAXON_COUNT",346,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.666666666666667
"TAXON_COUNT",349,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",352,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",1.33333333333333
"TAXON_COUNT",355,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",394,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",2.33333333333333
"TAXON_COUNT",397,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0
"TAXON_COUNT",400,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",2.33333333333333
"TAXON_COUNT",403,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",0.333333333333333
"TAXON_COUNT",406,1991,"Gaeotis_nigrolineata","COUNT (yearly mean)",2
