dataset_file_name,dataset_google_id,start_year,end_year,n_years_observed,study_duration,scale,organism_count_type,SITE_ID,variability_type,metric_type,metric,metric_value
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,N-12,comp,BD_h,BD,0.39285606582028965
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,O-9,comp,BD_h,BD,0.7751846284698625
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,P-16,comp,BD_h,BD,0.2583880572305922
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,P-18,comp,BD_h,BD,0.5267129676123414
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,Q-7,comp,BD_h,BD,0.7830728484070297
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,R-12,comp,BD_h,BD,0.31704798148351215
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,S-16,comp,BD_h,BD,0.2321255924536035
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,T-11,comp,BD_h,BD,0.3168103684428374
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,T-13,comp,BD_h,BD,0.3127103204463841
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,T-19,comp,BD_h,BD,0.3931280995118324
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,U-12,comp,BD_h,BD,0.22842434663146227
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,U-13,comp,BD_h,BD,0.4088304462282139
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,U-8,comp,BD_h,BD,0.5470761689980748
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,V-13,comp,BD_h,BD,0.1802897002820347
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,V-14,comp,BD_h,BD,0.21040064660575022
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,V-20,comp,BD_h,BD,0.5121154402537357
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,W-15,comp,BD_h,BD,0.22675869437368507
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,W-17,comp,BD_h,BD,0.23179969173579695
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,W-6,comp,BD_h,BD,0.3463788116697484
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,X-18,comp,BD_h,BD,0.21682972814695917
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,Y-19,comp,BD_h,BD,0.18687124183716003
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,Z-23,comp,BD_h,BD,0.4548649110181816
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,AA-17,agg,CV_biomass,CV,0.2959240082501493
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,AA-20,agg,CV_biomass,CV,0.38669459561826547
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,AB-19,agg,CV_biomass,CV,0.2573039329723743
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,AC-16,agg,CV_biomass,CV,0.26580449153571034
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,AD-10,agg,CV_biomass,CV,0.5053526967239556
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,AD-21,agg,CV_biomass,CV,0.5851772362248207
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,AE-23,agg,CV_biomass,CV,0.39085847173253463
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,AF-12,agg,CV_biomass,CV,0.41727664541782933
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,F-8,agg,CV_biomass,CV,0.6244985894973684
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,G-15,agg,CV_biomass,CV,0.8991893681681649
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,I-11,agg,CV_biomass,CV,0.7460314758527036
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,I-17,agg,CV_biomass,CV,0.4898613908733729
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,M-16,agg,CV_biomass,CV,0.26402108272619834
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,N-12,agg,CV_biomass,CV,0.4355148544930791
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,O-9,agg,CV_biomass,CV,0.7692172714027952
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,P-16,agg,CV_biomass,CV,0.31892679924764766
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,P-18,agg,CV_biomass,CV,0.47078524888304113
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,Q-7,agg,CV_biomass,CV,0.8695338136277172
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,R-12,agg,CV_biomass,CV,0.5072877829891099
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,S-16,agg,CV_biomass,CV,0.4201477373596112
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,T-11,agg,CV_biomass,CV,0.5254922758516013
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,T-13,agg,CV_biomass,CV,0.6042341298883224
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,T-19,agg,CV_biomass,CV,0.3343360010092592
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,U-12,agg,CV_biomass,CV,0.3051735873868186
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,U-13,agg,CV_biomass,CV,0.35468871613708525
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,U-8,agg,CV_biomass,CV,0.5680362879655192
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,V-13,agg,CV_biomass,CV,0.23986455717082095
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,V-14,agg,CV_biomass,CV,0.22379642285741871
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,V-20,agg,CV_biomass,CV,0.6449638585386568
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,W-15,agg,CV_biomass,CV,0.29581994983944504
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,W-17,agg,CV_biomass,CV,0.3033331819695078
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,W-6,agg,CV_biomass,CV,0.44317937595139967
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,X-18,agg,CV_biomass,CV,0.3868626312571439
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,Y-19,agg,CV_biomass,CV,0.21226743144089985
L3-cap-birds-banville.csv,18fvkVN_x2DYCY7ssCSOGANgYjVCFUHZw,2001,2016,16,15,local,count,Z-23,agg,CV_biomass,CV,0.6010227427240082
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,1_TB,comp,BD_h,BD,0.2632073126168722
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,10_RB,comp,BD_h,BD,0.43800008360304254
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,11_RB,comp,BD_h,BD,0.3424572629232882
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,12_RB,comp,BD_h,BD,0.460001850607378
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,13_RB,comp,BD_h,BD,0.5070959038386575
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,14_RB,comp,BD_h,BD,0.5633378817800099
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,15_RB,comp,BD_h,BD,0.4880686144280475
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,16_RB,comp,BD_h,BD,0.3936971172133262
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,2_TB,comp,BD_h,BD,0.2815696459649613
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,3_TB,comp,BD_h,BD,0.4041881049726239
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,4_TB,comp,BD_h,BD,0.4625854492287455
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,7_RB,comp,BD_h,BD,0.37867348613285645
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,8_RB,comp,BD_h,BD,0.4544566061592422
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,9_RB,comp,BD_h,BD,0.36969412878528174
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,1_TB,agg,CV_biomass,CV,0.3337272723100612
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,10_RB,agg,CV_biomass,CV,0.962216500452417
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,11_RB,agg,CV_biomass,CV,0.3458429655230734
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,12_RB,agg,CV_biomass,CV,0.3719456850822557
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,13_RB,agg,CV_biomass,CV,0.3776232586047379
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,14_RB,agg,CV_biomass,CV,0.42851422557829105
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,15_RB,agg,CV_biomass,CV,0.6349055902064015
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,16_RB,agg,CV_biomass,CV,0.34246552818171694
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,2_TB,agg,CV_biomass,CV,0.531680355762522
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,3_TB,agg,CV_biomass,CV,0.9505045876296125
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,4_TB,agg,CV_biomass,CV,0.36556152654665025
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,7_RB,agg,CV_biomass,CV,0.5859795633351083
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,8_RB,agg,CV_biomass,CV,0.5241700240187471
L3-fce-fish-rehageWet.csv,19aoF1lPfeqh3kLFZkgTMqXp_DU025vJu,2011,2016,6,5,local,CPUE = (COUNT / DISTANCE (M))*100,9_RB,agg,CV_biomass,CV,0.6191251679638828
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA002,comp,BD_h,BD,0.3438023123506895
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA003,comp,BD_h,BD,0.3455864415881869
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA004,comp,BD_h,BD,0.38744164142359905
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA005,comp,BD_h,BD,0.34560618057518994
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA006,comp,BD_h,BD,0.32894735408004067
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA009,comp,BD_h,BD,0.38603839063722173
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA010,comp,BD_h,BD,0.32870519849091456
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA011,comp,BD_h,BD,0.42266878667869534
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA012,comp,BD_h,BD,0.46460296302383824
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA013,comp,BD_h,BD,0.3906126080874042
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA016,comp,BD_h,BD,0.38588621392068523
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA017,comp,BD_h,BD,0.4336729667538374
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA018,comp,BD_h,BD,0.2935141209075087
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA019,comp,BD_h,BD,0.33261544133029247
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA020,comp,BD_h,BD,0.40532545604157744
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA021,comp,BD_h,BD,0.41001025329941254
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA023,comp,BD_h,BD,0.30751574370927814
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA027,comp,BD_h,BD,0.31734292304292855
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA028,comp,BD_h,BD,0.34198961425305047
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA029,comp,BD_h,BD,0.40980950377287134
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA031,comp,BD_h,BD,0.30257928253766414
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA032,comp,BD_h,BD,0.4146174568151967
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA036,comp,BD_h,BD,0.3576695752114013
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA037,comp,BD_h,BD,0.4232570039047719
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA038,comp,BD_h,BD,0.35817332299857924
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA039,comp,BD_h,BD,0.3828799411461868
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA040,comp,BD_h,BD,0.3367418671922088
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA041,comp,BD_h,BD,0.37176643636139467
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA042,comp,BD_h,BD,0.48256465436872653
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA044,comp,BD_h,BD,0.4127215365854644
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA045,comp,BD_h,BD,0.3846001934411073
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA048,comp,BD_h,BD,0.44704425192136504
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA051,comp,BD_h,BD,0.3167421255255394
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA053,comp,BD_h,BD,0.41188055798162626
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA054,comp,BD_h,BD,0.45873924519822884
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA059,comp,BD_h,BD,0.23864973489503322
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA062,comp,BD_h,BD,0.41360421673171077
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA063,comp,BD_h,BD,0.36940764752226946
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA064,comp,BD_h,BD,0.4592290755997225
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA065,comp,BD_h,BD,0.35239701984292937
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA066,comp,BD_h,BD,0.30966944982968175
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA076,comp,BD_h,BD,0.3346214649179372
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA077,comp,BD_h,BD,0.3903123454188959
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA078,comp,BD_h,BD,0.3698856496671023
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA079,comp,BD_h,BD,0.3865702052399939
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA080,comp,BD_h,BD,0.4178464459991868
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA081,comp,BD_h,BD,0.4002896477598691
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA200,comp,BD_h,BD,0.2599130610470857
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA203,comp,BD_h,BD,0.40031883598518614
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA204,comp,BD_h,BD,0.35731975118762643
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA207,comp,BD_h,BD,0.4985955823727422
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA208,comp,BD_h,BD,0.44817048111112573
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA209,comp,BD_h,BD,0.4591163788971317
L3-and-birds-wisnoski.csv,13yR9S2y3VS0uevQ0VRvNziy-hbkI8E0n,2009,2013,5,4,local,count,PA210,comp,BD_h,BD,0.27492588980887306
