"","SITE_ID","DATE","VARIABLE_UNITS","VARIABLE_NAME","OBSERVATION_TYPE","VALUE"
"108","1_TB","2011","CPUE = (COUNT / DISTANCE (M))*100","SCIOCE94","TAXON_COUNT",1.47058823529412
"109","1_TB","2011","CPUE = (COUNT / DISTANCE (M))*100","STRSPP80","TAXON_COUNT",0.900900900900901
"110","1_TB","2011","CPUE = (COUNT / DISTANCE (M))*100","TILMAR77","TAXON_COUNT",0
"111","1_TB","2011","CPUE = (COUNT / DISTANCE (M))*100","TRIMAC36","TAXON_COUNT",0
"112","1_TB","2011","CPUE = (COUNT / DISTANCE (M))*100","UNIDEEL200","TAXON_COUNT",0
"113","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","AMICAL55","TAXON_COUNT",0
"114","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","ANCMIT57","TAXON_COUNT",0
"115","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","ANGROS54","TAXON_COUNT",0
"116","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","ARCPRO92","TAXON_COUNT",2.0746887966805
"117","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","ARIFEL69","TAXON_COUNT",0
"118","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","BAGMAR76","TAXON_COUNT",0
"119","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","BELBEL86","TAXON_COUNT",0
"120","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","CALSAP109","TAXON_COUNT",0
"121","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","CARHIP105","TAXON_COUNT",0
"122","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","CARLEU91","TAXON_COUNT",0
"123","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","CENUND50","TAXON_COUNT",0
"124","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","CICSPP110","TAXON_COUNT",0
"125","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","CICURO84","TAXON_COUNT",0
"126","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","CLABAT60","TAXON_COUNT",0
"127","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","CYNNEB104","TAXON_COUNT",0
"128","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","ELOPSAU117","TAXON_COUNT",0
"129","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","ENNGLO47","TAXON_COUNT",0
"130","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","ERISUC33","TAXON_COUNT",0
"131","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","ESOAME18","TAXON_COUNT",0
"132","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","ESONIG14","TAXON_COUNT",0
"133","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","EUCHAR103","TAXON_COUNT",18.8974193977855
"134","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","EUCSPP115","TAXON_COUNT",0
"135","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","EUGPLU101","TAXON_COUNT",0
"136","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","EURGUL35","TAXON_COUNT",0
"137","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","FUNCHR8","TAXON_COUNT",0
"138","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","FUNCON4","TAXON_COUNT",0
"139","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","FUNGRA75","TAXON_COUNT",0
"140","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","FUNSEM34","TAXON_COUNT",0
"141","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","GOBROB106","TAXON_COUNT",0
"142","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","GOBSPP121","TAXON_COUNT",0
"143","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","HEMLET88","TAXON_COUNT",0
"144","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","KLEMAR102","TAXON_COUNT",0
"145","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LAGHOM81","TAXON_COUNT",0
"146","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LEPGUL38","TAXON_COUNT",0
"147","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LEPMAC39","TAXON_COUNT",0
"148","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LEPMAR42","TAXON_COUNT",0
"149","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LEPMIC40","TAXON_COUNT",1.03734439834025
"150","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LEPPLA17","TAXON_COUNT",0
"151","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LEPPUN41","TAXON_COUNT",0
"152","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LEPSPP19","TAXON_COUNT",0
"153","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LOPCYP71","TAXON_COUNT",0
"154","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","LUTGRI74","TAXON_COUNT",11.013236282714
"155","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","MACSIA100","TAXON_COUNT",0
"156","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","MCSAL20","TAXON_COUNT",1.06951871657754
"157","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","MEGATL51","TAXON_COUNT",0
"158","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","MICGUL67","TAXON_COUNT",0
"159","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","MUGCEP107","TAXON_COUNT",4.27807486631016
"160","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","NOTCRY9","TAXON_COUNT",0
"161","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","NOTGYR37","TAXON_COUNT",0
"162","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","OREAUR78","TAXON_COUNT",0
"163","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","PTEMUL99","TAXON_COUNT",0
"164","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","SCIOCE94","TAXON_COUNT",0
"165","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","STRSPP80","TAXON_COUNT",9.92809216519712
"166","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","TILMAR77","TAXON_COUNT",0
"167","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","TRIMAC36","TAXON_COUNT",0
"168","1_TB","2012","CPUE = (COUNT / DISTANCE (M))*100","UNIDEEL200","TAXON_COUNT",0
"169","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","AMICAL55","TAXON_COUNT",0
"170","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","ANCMIT57","TAXON_COUNT",0
"171","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","ANGROS54","TAXON_COUNT",0.970873786407767
"172","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","ARCPRO92","TAXON_COUNT",3.1413612565445
"173","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","ARIFEL69","TAXON_COUNT",0
"174","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","BAGMAR76","TAXON_COUNT",0
"175","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","BELBEL86","TAXON_COUNT",0
"176","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","CALSAP109","TAXON_COUNT",4.31654676258993
"177","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","CARHIP105","TAXON_COUNT",0
"178","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","CARLEU91","TAXON_COUNT",0
"179","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","CENUND50","TAXON_COUNT",0
"180","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","CICSPP110","TAXON_COUNT",1.04712041884817
"181","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","CICURO84","TAXON_COUNT",1.04712041884817
"182","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","CLABAT60","TAXON_COUNT",0
"183","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","CYNNEB104","TAXON_COUNT",0
"184","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","ELOPSAU117","TAXON_COUNT",0
"185","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","ENNGLO47","TAXON_COUNT",0
"186","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","ERISUC33","TAXON_COUNT",0
"187","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","ESOAME18","TAXON_COUNT",0
"188","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","ESONIG14","TAXON_COUNT",0
"189","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","EUCHAR103","TAXON_COUNT",22.0931657053252
"190","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","EUCSPP115","TAXON_COUNT",2.9888679916637
"191","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","EUGPLU101","TAXON_COUNT",3.45684312611924
"192","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","EURGUL35","TAXON_COUNT",0
"193","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","FUNCHR8","TAXON_COUNT",0
"194","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","FUNCON4","TAXON_COUNT",0
"195","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","FUNGRA75","TAXON_COUNT",0
"196","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","FUNSEM34","TAXON_COUNT",0
"197","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","GOBROB106","TAXON_COUNT",0
"198","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","GOBSPP121","TAXON_COUNT",0
"199","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","HEMLET88","TAXON_COUNT",0
"200","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","KLEMAR102","TAXON_COUNT",0
"201","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LAGHOM81","TAXON_COUNT",0
"202","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LEPGUL38","TAXON_COUNT",0
"203","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LEPMAC39","TAXON_COUNT",0
"204","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LEPMAR42","TAXON_COUNT",0
"205","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LEPMIC40","TAXON_COUNT",0
"206","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LEPPLA17","TAXON_COUNT",0
"207","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LEPPUN41","TAXON_COUNT",0
"208","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LEPSPP19","TAXON_COUNT",0
"209","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LOPCYP71","TAXON_COUNT",0
"210","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","LUTGRI74","TAXON_COUNT",0
"211","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","MACSIA100","TAXON_COUNT",0
"212","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","MCSAL20","TAXON_COUNT",0
"213","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","MEGATL51","TAXON_COUNT",0
"214","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","MICGUL67","TAXON_COUNT",0
"215","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","MUGCEP107","TAXON_COUNT",11.8792253342144
"216","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","NOTCRY9","TAXON_COUNT",0
"217","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","NOTGYR37","TAXON_COUNT",0
"218","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","OREAUR78","TAXON_COUNT",0
"219","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","PTEMUL99","TAXON_COUNT",0
"220","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","SCIOCE94","TAXON_COUNT",0
"221","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","STRSPP80","TAXON_COUNT",1.04712041884817
"222","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","TILMAR77","TAXON_COUNT",0
"223","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","TRIMAC36","TAXON_COUNT",0
"224","1_TB","2013","CPUE = (COUNT / DISTANCE (M))*100","UNIDEEL200","TAXON_COUNT",0
"225","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","AMICAL55","TAXON_COUNT",0
"226","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","ANCMIT57","TAXON_COUNT",0
"227","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","ANGROS54","TAXON_COUNT",0
"228","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","ARCPRO92","TAXON_COUNT",2.17796412764966
"229","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","ARIFEL69","TAXON_COUNT",0
"230","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","BAGMAR76","TAXON_COUNT",0
"231","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","BELBEL86","TAXON_COUNT",0
"232","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","CALSAP109","TAXON_COUNT",0
"233","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","CARHIP105","TAXON_COUNT",0
"234","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","CARLEU91","TAXON_COUNT",0
"235","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","CENUND50","TAXON_COUNT",0
"236","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","CICSPP110","TAXON_COUNT",0
"237","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","CICURO84","TAXON_COUNT",0
"238","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","CLABAT60","TAXON_COUNT",0
"239","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","CYNNEB104","TAXON_COUNT",0
"240","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","ELOPSAU117","TAXON_COUNT",0
"241","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","ENNGLO47","TAXON_COUNT",0
"242","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","ERISUC33","TAXON_COUNT",0
"243","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","ESOAME18","TAXON_COUNT",0
"244","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","ESONIG14","TAXON_COUNT",0
"245","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","EUCHAR103","TAXON_COUNT",18.3794430202601
"246","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","EUCSPP115","TAXON_COUNT",0.943396226415094
"247","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","EUGPLU101","TAXON_COUNT",3.12136035406476
"248","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","EURGUL35","TAXON_COUNT",0
"249","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","FUNCHR8","TAXON_COUNT",0
"250","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","FUNCON4","TAXON_COUNT",0
"251","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","FUNGRA75","TAXON_COUNT",0
"252","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","FUNSEM34","TAXON_COUNT",0
"253","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","GOBROB106","TAXON_COUNT",0
"254","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","GOBSPP121","TAXON_COUNT",0
"255","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","HEMLET88","TAXON_COUNT",0
"256","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","KLEMAR102","TAXON_COUNT",0
"257","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LAGHOM81","TAXON_COUNT",0
"258","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LEPGUL38","TAXON_COUNT",0
"259","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LEPMAC39","TAXON_COUNT",0
"260","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LEPMAR42","TAXON_COUNT",0
"261","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LEPMIC40","TAXON_COUNT",0.943396226415094
"262","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LEPPLA17","TAXON_COUNT",1.23456790123457
"263","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LEPPUN41","TAXON_COUNT",0
"264","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LEPSPP19","TAXON_COUNT",0
"265","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LOPCYP71","TAXON_COUNT",0
"266","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","LUTGRI74","TAXON_COUNT",0
"267","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","MACSIA100","TAXON_COUNT",0
"268","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","MCSAL20","TAXON_COUNT",1.31061598951507
"269","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","MEGATL51","TAXON_COUNT",0
"270","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","MICGUL67","TAXON_COUNT",0
"271","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","MUGCEP107","TAXON_COUNT",5.95154903331004
"272","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","NOTCRY9","TAXON_COUNT",0
"273","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","NOTGYR37","TAXON_COUNT",0
"274","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","OREAUR78","TAXON_COUNT",0
"275","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","PTEMUL99","TAXON_COUNT",0
"276","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","SCIOCE94","TAXON_COUNT",1.23456790123457
"277","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","STRSPP80","TAXON_COUNT",2.17796412764966
"278","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","TILMAR77","TAXON_COUNT",0
"279","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","TRIMAC36","TAXON_COUNT",0
"280","1_TB","2014","CPUE = (COUNT / DISTANCE (M))*100","UNIDEEL200","TAXON_COUNT",0
"281","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","AMICAL55","TAXON_COUNT",0
"282","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","ANCMIT57","TAXON_COUNT",0
"283","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","ANGROS54","TAXON_COUNT",0
"284","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","ARCPRO92","TAXON_COUNT",0
"285","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","ARIFEL69","TAXON_COUNT",0
"286","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","BAGMAR76","TAXON_COUNT",0
"287","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","BELBEL86","TAXON_COUNT",0
"288","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","CALSAP109","TAXON_COUNT",1.56739811912226
"289","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","CARHIP105","TAXON_COUNT",0
"290","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","CARLEU91","TAXON_COUNT",0
"291","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","CENUND50","TAXON_COUNT",2.71682340647858
"292","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","CICSPP110","TAXON_COUNT",0
"293","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","CICURO84","TAXON_COUNT",0
"294","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","CLABAT60","TAXON_COUNT",0
"295","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","CYNNEB104","TAXON_COUNT",0
"296","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","ELOPSAU117","TAXON_COUNT",0
"297","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","ENNGLO47","TAXON_COUNT",0
"298","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","ERISUC33","TAXON_COUNT",0
"299","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","ESOAME18","TAXON_COUNT",0
"300","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","ESONIG14","TAXON_COUNT",0
"301","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","EUCHAR103","TAXON_COUNT",13.3588035527691
"302","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","EUCSPP115","TAXON_COUNT",4.45293451758969
"303","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","EUGPLU101","TAXON_COUNT",6.02033263671195
"304","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","EURGUL35","TAXON_COUNT",6.1890456287008
"305","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","FUNCHR8","TAXON_COUNT",0
"306","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","FUNCON4","TAXON_COUNT",0
"307","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","FUNGRA75","TAXON_COUNT",0
"308","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","FUNSEM34","TAXON_COUNT",0
"309","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","GOBROB106","TAXON_COUNT",0
"310","1_TB","2015","CPUE = (COUNT / DISTANCE (M))*100","GOBSPP121","TAXON_COUNT",0
