"OBSERVATION_TYPE","SITE_ID","DATE","VARIABLE_UNITS","VARIABLE_NAME","VALUE"
"TAXON_COUNT","5B",2003,"PERCENT_COVER","AGSM",3.70588235294118
"TAXON_COUNT","5B",2004,"PERCENT_COVER","AGSM",2.6
"TAXON_COUNT","5B",2005,"PERCENT_COVER","AGSM",2.73333333333333
"TAXON_COUNT","5B",2006,"PERCENT_COVER","AGSM",3.52857142857143
"TAXON_COUNT","5B",2007,"PERCENT_COVER","AGSM",4.02105263157895
"TAXON_COUNT","5B",2008,"PERCENT_COVER","AGSM",2.83
"TAXON_COUNT","7C",1995,"PERCENT_COVER","AGSM",0
"TAXON_COUNT","7C",1996,"PERCENT_COVER","AGSM",0
"TAXON_COUNT","7C",1997,"PERCENT_COVER","AGSM",2.4
"TAXON_COUNT","7C",1998,"PERCENT_COVER","AGSM",3.1
"TAXON_COUNT","7C",1999,"PERCENT_COVER","AGSM",13.6
"TAXON_COUNT","7C",2000,"PERCENT_COVER","AGSM",0
"TAXON_COUNT","7C",2001,"PERCENT_COVER","AGSM",0
"TAXON_COUNT","7C",2002,"PERCENT_COVER","AGSM",3.13333333333333
"TAXON_COUNT","7C",2003,"PERCENT_COVER","AGSM",0
"TAXON_COUNT","7C",2004,"PERCENT_COVER","AGSM",3.5
"TAXON_COUNT","7C",2005,"PERCENT_COVER","AGSM",2.7
"TAXON_COUNT","7C",2006,"PERCENT_COVER","AGSM",4.28
"TAXON_COUNT","7C",2007,"PERCENT_COVER","AGSM",3.6
"TAXON_COUNT","7C",2008,"PERCENT_COVER","AGSM",2.5
"TAXON_COUNT","11",1995,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",1996,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",1997,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",1998,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",1999,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",2000,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",2001,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",2002,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",2003,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",2004,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",2005,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",2006,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",2007,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",2008,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",1995,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",1996,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",1997,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",1998,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",1999,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",2000,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",2001,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",2002,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",2003,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",2004,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",2005,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",2006,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",2007,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","19",2008,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",1995,"PERCENT_COVER","ALTE",2.1
"TAXON_COUNT","24",1996,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",1997,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",1998,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",1999,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",2000,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",2001,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",2002,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",2003,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",2004,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",2005,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",2006,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",2007,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","24",2008,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",1995,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",1996,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",1997,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",1998,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",1999,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",2000,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",2001,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",2002,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",2003,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",2004,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",2005,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",2006,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",2007,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5A",2008,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",1995,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",1996,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",1997,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",1998,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",1999,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",2000,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",2001,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",2002,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",2003,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",2004,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",2005,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",2006,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",2007,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","5B",2008,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",1995,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",1996,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",1997,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",1998,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",1999,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",2000,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",2001,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",2002,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",2003,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",2004,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",2005,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",2006,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",2007,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","7C",2008,"PERCENT_COVER","ALTE",0
"TAXON_COUNT","11",1995,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",1996,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",1997,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",1998,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",1999,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",2000,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",2001,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",2002,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",2003,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",2004,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",2005,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",2006,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",2007,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",2008,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",1995,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",1996,"PERCENT_COVER","ARDR",2.5
"TAXON_COUNT","19",1997,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",1998,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",1999,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",2000,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",2001,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",2002,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",2003,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",2004,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",2005,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",2006,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",2007,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","19",2008,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",1995,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",1996,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",1997,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",1998,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",1999,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",2000,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",2001,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",2002,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",2003,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",2004,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",2005,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",2006,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",2007,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","24",2008,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",1995,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",1996,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",1997,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",1998,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",1999,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",2000,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",2001,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",2002,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",2003,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",2004,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",2005,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",2006,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",2007,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5A",2008,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",1995,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",1996,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",1997,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",1998,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",1999,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",2000,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",2001,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",2002,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",2003,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",2004,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",2005,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",2006,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",2007,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","5B",2008,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",1995,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",1996,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",1997,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",1998,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",1999,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",2000,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",2001,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",2002,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",2003,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",2004,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",2005,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",2006,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",2007,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","7C",2008,"PERCENT_COVER","ARDR",0
"TAXON_COUNT","11",1995,"PERCENT_COVER","ARFR",2.7
"TAXON_COUNT","11",1996,"PERCENT_COVER","ARFR",5.75
"TAXON_COUNT","11",1997,"PERCENT_COVER","ARFR",6.15
"TAXON_COUNT","11",1998,"PERCENT_COVER","ARFR",10.56
"TAXON_COUNT","11",1999,"PERCENT_COVER","ARFR",7.65
"TAXON_COUNT","11",2000,"PERCENT_COVER","ARFR",6.4
"TAXON_COUNT","11",2001,"PERCENT_COVER","ARFR",4.7
"TAXON_COUNT","11",2002,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","11",2003,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","11",2004,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","11",2005,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","11",2006,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","11",2007,"PERCENT_COVER","ARFR",12.15
"TAXON_COUNT","11",2008,"PERCENT_COVER","ARFR",2.4
"TAXON_COUNT","19",1995,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",1996,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",1997,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",1998,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",1999,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",2000,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",2001,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",2002,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",2003,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",2004,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",2005,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",2006,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",2007,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","19",2008,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","24",1995,"PERCENT_COVER","ARFR",2.7
"TAXON_COUNT","24",1996,"PERCENT_COVER","ARFR",2.25
"TAXON_COUNT","24",1997,"PERCENT_COVER","ARFR",2.21666666666667
"TAXON_COUNT","24",1998,"PERCENT_COVER","ARFR",4.2
"TAXON_COUNT","24",1999,"PERCENT_COVER","ARFR",5.1
"TAXON_COUNT","24",2000,"PERCENT_COVER","ARFR",11.9444444444444
"TAXON_COUNT","24",2001,"PERCENT_COVER","ARFR",6.38333333333333
"TAXON_COUNT","24",2002,"PERCENT_COVER","ARFR",6.9
"TAXON_COUNT","24",2003,"PERCENT_COVER","ARFR",4.06
"TAXON_COUNT","24",2004,"PERCENT_COVER","ARFR",10.7
"TAXON_COUNT","24",2005,"PERCENT_COVER","ARFR",2.5
"TAXON_COUNT","24",2006,"PERCENT_COVER","ARFR",4.675
"TAXON_COUNT","24",2007,"PERCENT_COVER","ARFR",5.17142857142857
"TAXON_COUNT","24",2008,"PERCENT_COVER","ARFR",2.3
"TAXON_COUNT","5A",1995,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",1996,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",1997,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",1998,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",1999,"PERCENT_COVER","ARFR",7.8
"TAXON_COUNT","5A",2000,"PERCENT_COVER","ARFR",2.8
"TAXON_COUNT","5A",2001,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",2002,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",2003,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",2004,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",2005,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",2006,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",2007,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","5A",2008,"PERCENT_COVER","ARFR",9.6
"TAXON_COUNT","5B",1995,"PERCENT_COVER","ARFR",8.15
"TAXON_COUNT","5B",1996,"PERCENT_COVER","ARFR",2.5
"TAXON_COUNT","5B",1997,"PERCENT_COVER","ARFR",2.9
"TAXON_COUNT","5B",1998,"PERCENT_COVER","ARFR",3
"TAXON_COUNT","5B",1999,"PERCENT_COVER","ARFR",8.06
"TAXON_COUNT","5B",2000,"PERCENT_COVER","ARFR",8
"TAXON_COUNT","5B",2001,"PERCENT_COVER","ARFR",4.53333333333333
"TAXON_COUNT","5B",2002,"PERCENT_COVER","ARFR",3.68
"TAXON_COUNT","5B",2003,"PERCENT_COVER","ARFR",8.4625
"TAXON_COUNT","5B",2004,"PERCENT_COVER","ARFR",10.6
"TAXON_COUNT","5B",2005,"PERCENT_COVER","ARFR",14.4333333333333
"TAXON_COUNT","5B",2006,"PERCENT_COVER","ARFR",11.4
"TAXON_COUNT","5B",2007,"PERCENT_COVER","ARFR",10.275
"TAXON_COUNT","5B",2008,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","7C",1995,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","7C",1996,"PERCENT_COVER","ARFR",0
"TAXON_COUNT","7C",1997,"PERCENT_COVER","ARFR",1.9
"TAXON_COUNT","7C",1998,"PERCENT_COVER","ARFR",2.9
"TAXON_COUNT","7C",1999,"PERCENT_COVER","ARFR",2.6
"TAXON_COUNT","7C",2000,"PERCENT_COVER","ARFR",10
"TAXON_COUNT","7C",2001,"PERCENT_COVER","ARFR",5.6
"TAXON_COUNT","7C",2002,"PERCENT_COVER","ARFR",3.1
"TAXON_COUNT","7C",2003,"PERCENT_COVER","ARFR",2.8
"TAXON_COUNT","7C",2004,"PERCENT_COVER","ARFR",4
"TAXON_COUNT","7C",2005,"PERCENT_COVER","ARFR",11.6666666666667
"TAXON_COUNT","7C",2006,"PERCENT_COVER","ARFR",3.6
"TAXON_COUNT","7C",2007,"PERCENT_COVER","ARFR",6.40833333333333
"TAXON_COUNT","7C",2008,"PERCENT_COVER","ARFR",2.35
"TAXON_COUNT","11",1995,"PERCENT_COVER","ARLO",9.65
"TAXON_COUNT","11",1996,"PERCENT_COVER","ARLO",5.5
"TAXON_COUNT","11",1997,"PERCENT_COVER","ARLO",2.5
"TAXON_COUNT","11",1998,"PERCENT_COVER","ARLO",14.4666666666667
"TAXON_COUNT","11",1999,"PERCENT_COVER","ARLO",6.2
"TAXON_COUNT","11",2000,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","11",2001,"PERCENT_COVER","ARLO",12.58
"TAXON_COUNT","11",2002,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","11",2003,"PERCENT_COVER","ARLO",19.3
"TAXON_COUNT","11",2004,"PERCENT_COVER","ARLO",21.1
"TAXON_COUNT","11",2005,"PERCENT_COVER","ARLO",17.975
"TAXON_COUNT","11",2006,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","11",2007,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","11",2008,"PERCENT_COVER","ARLO",2.8
"TAXON_COUNT","19",1995,"PERCENT_COVER","ARLO",2.2
"TAXON_COUNT","19",1996,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","19",1997,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","19",1998,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","19",1999,"PERCENT_COVER","ARLO",14.8
"TAXON_COUNT","19",2000,"PERCENT_COVER","ARLO",39.2
"TAXON_COUNT","19",2001,"PERCENT_COVER","ARLO",12
"TAXON_COUNT","19",2002,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","19",2003,"PERCENT_COVER","ARLO",10
"TAXON_COUNT","19",2004,"PERCENT_COVER","ARLO",6.75
"TAXON_COUNT","19",2005,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","19",2006,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","19",2007,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","19",2008,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","24",1995,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","24",1996,"PERCENT_COVER","ARLO",2.1
"TAXON_COUNT","24",1997,"PERCENT_COVER","ARLO",5.93333333333333
"TAXON_COUNT","24",1998,"PERCENT_COVER","ARLO",11.75
"TAXON_COUNT","24",1999,"PERCENT_COVER","ARLO",9.55
"TAXON_COUNT","24",2000,"PERCENT_COVER","ARLO",13.475
"TAXON_COUNT","24",2001,"PERCENT_COVER","ARLO",7.06
"TAXON_COUNT","24",2002,"PERCENT_COVER","ARLO",6.48181818181818
"TAXON_COUNT","24",2003,"PERCENT_COVER","ARLO",13.6666666666667
"TAXON_COUNT","24",2004,"PERCENT_COVER","ARLO",16.1
"TAXON_COUNT","24",2005,"PERCENT_COVER","ARLO",2.1
"TAXON_COUNT","24",2006,"PERCENT_COVER","ARLO",8.8
"TAXON_COUNT","24",2007,"PERCENT_COVER","ARLO",3.6
"TAXON_COUNT","24",2008,"PERCENT_COVER","ARLO",4.34
"TAXON_COUNT","5A",1995,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",1996,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",1997,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",1998,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",1999,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",2000,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",2001,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",2002,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",2003,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",2004,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",2005,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",2006,"PERCENT_COVER","ARLO",0
"TAXON_COUNT","5A",2007,"PERCENT_COVER","ARLO",0
