Sample ID	Visit ID	Site ID	WRIA Number	WRIA	Basin	Subbasin	Stream or River	Agency	Project	Site Code	Visit Date	Date Released	Latitude	Longitude	Lab Name	Sample Code	QC Replicate Of Sample Code	Collection Count	Positions In Stream	Surface Area	Surface Area Units	Taxa Effort	Deficiency Notes	QA/QC Result	Sampling Grid Squares Counted	Total Sampling Grid Squares	Taxon Serial Number	Taxon	Quantity	Quantity Subsampling	Life Stage	Unique	Damaged	Immature	Outside Protocol	Wrong Gender	Non-B-IBI	Predator	Long Lived	Tolerant	Intolerant	Clinger	Fine Sediment Sensitivity Index	Hilsenhoff Biotic Tolerance Index	Metals Tolerance Index
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	114205	Zaitzevia	25	25	adult	True	False	False	False	False	False	False	True	False	False	True		4	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	114205	Zaitzevia	14	14	larva	False	False	False	False	False	False	False	True	False	False	True		4	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	136327	Hemerodromia	2	2	larva	True	False	False	False	False	False	True	False	False	False	True		6	4
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	127338	Ceratopogoninae	1	1	larva	True	False	False	False	False	False	True	False	False	False	False		6	4
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	129890	Micropsectra	4	4	larva	True	False	False	False	False	False	False	False	False	False	False		7	1
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	129969	Stempellinella	1	1	larva	True	False	False	False	False	False	False	False	False	False	False		4	0
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	128408	Potthastia	1	1	pupa	False	False	False	False	False	False	False	False	False	False	False		2	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	-29	Potthastia Gaedii Group	3	3	larva	True	False	False	False	False	False	False	False	False	False	False		2	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	128659	Cricotopus trifascia	1	1	larva	True	False	False	False	False	False	False	False	False	False	True		7	10
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	128978	Parametriocnemus	3	3	larva	True	False	False	False	False	False	False	False	False	False	False		5	4
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	-54	Thienemannimyia complex	1	1	larva	True	False	True	False	False	False	True	False	False	False	False		7	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	126774	Simulium	9	9	larva	True	False	False	False	False	False	False	False	True	False	True		6	6
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	126774	Simulium	1	1	pupa	False	False	False	False	False	False	False	False	True	False	True		6	6
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	121027	Dicranota	3	3	larva	True	False	False	False	False	False	True	False	False	False	False		3	2
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	102567	Malenka	2	2	larva	True	False	False	False	False	False	False	False	False	False	False		2	1
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	102594	Zapada cinctipes	12	12	larva	True	False	False	False	False	False	False	False	False	False	False		2	3
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	102788	Taeniopterygidae	1	1	larva	True	True	False	False	False	False	False	False	False	False	False		2	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	-222	Suwalliini	4	4	larva	True	False	True	False	False	False	True	False	False	False	False		1	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	102986	Calineuria californica	7	7	larva	True	False	False	False	False	False	True	True	False	True	True	10	1	3
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	102994	Perlodidae	6	6	larva	True	False	True	False	False	False	True	False	False	False	True		2	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	103102	Skwala	1	1	larva	True	False	False	False	False	False	True	False	False	False	True		2	3
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	115453	Hydropsyche	111	111	larva	True	False	False	False	False	False	False	False	False	False	True		4	5
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	116958	Micrasema	9	9	larva	True	False	False	False	False	False	False	False	False	False	True		1	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	115933	Limnephilidae	2	2	pupa	True	False	False	False	False	False	False	False	False	False	False		4	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	116065	Neophylax occidentis	1	1	larva	True	False	False	False	False	False	False	False	False	True	True	10	3	2
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	115258	Wormaldia	22	22	larva	True	False	False	False	False	False	False	False	False	False	True		3	1
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	115097	Rhyacophila	1	1	larva	False	False	True	False	False	False	True	False	False	False	True		0	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	115181	Rhyacophila malkini	3	3	larva	True	False	False	False	False	False	True	False	False	False	True		0	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	-37	Rhyacophila Betteni Group	1	1	larva	True	False	False	False	False	False	True	False	False	False	True		0	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	101095	Leptophlebiidae	4	4	larva	True	False	True	False	False	False	False	False	False	False	False			
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	101206	Paraleptophlebia bicornuta	4	4	larva	True	False	False	False	False	False	False	False	False	False	False	10	4	1
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	698494	Drunella doddsii	16	16	larva	True	False	False	False	False	False	False	False	False	True	True	15	1	0
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	101276	Ephemerella excrucians	2	2	larva	True	False	False	False	False	False	False	False	False	False	True		1	3
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	100755	Baetidae	2	2	larva	False	True	False	False	False	False	False	False	False	False	True			
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	568574	Acentrella turbida	36	36	larva	True	False	False	False	False	False	False	False	False	False	True	5		3
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	-179	Anafroptilum	5	5	larva	True	False	False	False	False	False	False	False	False	False	True			
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	100800	Baetis	1	1	larva	True	True	False	False	False	False	False	False	False	False	True		5	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	-177	Baetis tricaudatus complex	105	105	larva	True	False	False	False	False	False	False	False	False	False	True		5	
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	568598	Diphetor hageni	8	8	larva	True	False	False	False	False	False	False	False	False	False	True		5	1
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	100626	Epeorus	1	1	larva	True	False	False	False	False	False	False	False	False	True	True	10	0	0
14739	9721	2385					Raging River	King County - DNRP	Ambient Monitoring	07RAG004615	9/6/2018	10/4/2018	47.547016	-121.902150	Rhithron Associates, Inc.	07RAG004615_18		8	Center of Riffle	8.00	ft2	Fine			7	30	100572	Rhithrogena	53	53	larva	True	False	False	False	False	False	False	False	False	True	True	15	0	2
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	68531	Enchytraeus	1	1	not specified	True	False	False	False	False	False	False	False	False	False	False		10	
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	68544	Mesenchytraeus	4	4	not specified	True	False	False	False	False	False	False	False	False	False	False		10	
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	733326	Oribatida	1	1	adult	True	False	False	False	False	False	False	False	False	False	False			
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	83170	Protzia	2	2	adult	True	False	False	False	False	False	False	False	False	False	False			
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	83254	Torrenticola	19	19	adult	True	False	False	False	False	False	False	False	False	False	False			
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	114169	Heterlimnius corpulentus	5	5	adult	True	False	False	False	False	False	False	True	False	False	True	5	4	3
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	114169	Heterlimnius corpulentus	51	51	larva	False	False	False	False	False	False	False	True	False	False	True	5	4	3
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	114137	Lara	1	1	larva	True	False	False	False	False	False	False	True	False	False	True		4	
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	114144	Narpus concolor	3	3	larva	True	False	False	False	False	False	False	True	False	False	True	5	4	1
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	114177	Optioservus	2	2	adult	True	False	False	False	False	False	False	True	False	False	True		4	5
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	114177	Optioservus	2	2	larva	False	False	False	False	False	False	False	True	False	False	True		4	5
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	114205	Zaitzevia	3	3	adult	True	False	False	False	False	False	False	True	False	False	True		4	
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	114205	Zaitzevia	20	20	larva	False	False	False	False	False	False	False	True	False	False	True		4	
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	121230	Agathon	2	2	larva	True	False	False	False	False	False	False	False	False	False	True		0	
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	127338	Ceratopogoninae	8	8	larva	True	False	False	False	False	False	True	False	False	False	False		6	4
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	129657	Polypedilum	6	6	larva	True	False	False	False	False	False	False	False	False	False	True		6	4
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	129890	Micropsectra	1	1	larva	True	False	False	False	False	False	False	False	False	False	False		7	1
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	129952	Rheotanytarsus	1	1	larva	True	False	False	False	False	False	False	False	False	False	True		6	1
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	128477	Brillia	2	2	larva	True	False	False	False	False	False	False	False	False	False	False		5	4
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	128689	Eukiefferiella	1	1	larva	True	False	False	False	False	False	False	False	False	False	False		8	9
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	128978	Parametriocnemus	2	2	larva	True	False	False	False	False	False	False	False	False	False	False		5	4
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	-55	Tvetenia Bavarica Group	5	5	larva	True	False	False	False	False	False	False	False	False	False	False		5	4
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	126774	Simulium	3	3	larva	True	False	False	False	False	False	False	False	True	False	True		6	6
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	119660	Antocha monticola	1	1	larva	True	False	False	False	False	False	False	False	False	False	True	15	3	4
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	121027	Dicranota	6	6	larva	True	False	False	False	False	False	True	False	False	False	False		3	2
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	102840	Leuctridae	1	1	larva	True	True	False	False	False	False	False	False	False	False	False		0	
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	102594	Zapada cinctipes	4	4	larva	True	False	False	False	False	False	False	False	False	False	False		2	3
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	103273	Sweltsa	18	18	larva	True	False	False	False	False	False	True	True	False	False	False		1	2
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	103233	Paraperla	3	3	larva	True	False	False	False	False	False	True	True	False	True	False	10	1	
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	102986	Calineuria californica	58	58	larva	True	False	False	False	False	False	True	True	False	True	True	10	1	3
13677	8751	2220					Raging River	King County - DNRP	Ambient Monitoring	07RAG012515	9/22/2016	4/4/2017	47.465640	-121.902150	Rhithron Associates, Inc.	07RAG012515_16		8	Center of Riffle	8.00	ft2	Fine			13	30	102972	Hesperoperla pacifica	6	6	larva	True	False	False	False	False	False	True	True	False	True	True	15	1	
