dataset_file_name,dataset_google_id,start_year,end_year,n_years_observed,study_duration,organism_count_type,mean_alpha,SITE_ID,phi_var,comp_gamma_var_rate,comp_alpha_var_rate,agg_gamma_var_rate,agg_alpha_var_rate,messages
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,1.6428571428571428,6_1,1,0.007978341385801158,0.007978341385801158,0.045762909542795424,0.045762909542795424,NA
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,2.142857142857143,6_2,1,2.650847007517342e-4,2.650847007517342e-4,0.012261527457507386,0.012261527457507386,NA
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,0.9285714285714286,7_1,NaN,NaN,NaN,NA,NA,NA
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,1.0714285714285714,7_2,NaN,NaN,NaN,NA,NA,NA
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,1.0714285714285714,8_1,NaN,NaN,NaN,NA,NA,NA
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,2.0714285714285716,8_2,NaN,NaN,NaN,NA,NA,NA
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,1.1428571428571428,9_1,1,0.001027607407140062,0.001027607407140062,0.049133107327700896,0.049133107327700896,NA
L3-gce-mollusc-compagnoni.csv,1Cy3RdJzAPIfW5euTGUIiHEaCJC8cCQTx,2000,2013,14,13,DENSITY,2.2142857142857144,9_2,1,0.015189916874990382,0.015189916874990382,0.053184116833668776,0.053184116833668776,NA
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,31.692307692307693,P_1_N,1,0.02540027321694865,0.02540027321694865,0.02910487505081286,0.02910487505081286,NA
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,27.692307692307693,P_1_R,1,0.03046807522624019,0.03046807522624019,0.03995558832981263,0.03995558832981263,NA
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,25.846153846153847,P_1_S,1,0.030021672966044955,0.030021672966044955,0.024396331330518453,0.024396331330518453,NA
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,28.846153846153847,P_1_V,1,0.023554019328759154,0.023554019328759154,0.02458391438819892,0.02458391438819892,NA
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,29.307692307692307,P_2_N,1,0.027111117889202493,0.027111117889202493,0.028775800760142408,0.028775800760142408,NA
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,27.692307692307693,P_2_R,1,0.0324432241090371,0.0324432241090371,0.04416358065129721,0.04416358065129721,NA
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,31.076923076923077,P_2_S,1,0.022555594508233495,0.022555594508233495,0.015931080574205555,0.015931080574205555,NA
L3-sev-plants-compagnoni.csv,19QVLG4hvOy0kH3e4qzk4CxZc4eWRm1oy,2003,2015,13,12,count,30.23076923076923,P_2_V,1,0.03624792571988011,0.03624792571988011,0.02861892270479684,0.02861892270479684,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,a1,NA,NA,NA,NA,NA,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,a2,NA,NA,NA,NA,NA,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,a4,NA,NA,NA,NA,NA,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,b4,NA,NA,NA,NA,NA,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,b5,NA,NA,NA,NA,NA,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,g4,NA,NA,NA,NA,NA,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,g5,NA,NA,NA,NA,NA,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,i1,NA,NA,NA,NA,NA,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,i2,NA,NA,NA,NA,NA,NA
L3-jrn-plants-compagnoni.csv,1yuqNwBD6TVkdo9UzZeJtHxJjPzHrVVyx,1915,1938,18,23,count (average),0,i4,NA,NA,NA,NA,NA,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,4.9714285714285715,e1q1-1,1,0.006663098229745895,0.006663098229745895,0.009496451352026843,0.009496451352026843,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,6.057142857142857,e1q1-3,1,0.00989372001863402,0.00989372001863402,0.015426030162267564,0.015426030162267564,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,5.428571428571429,e1q1a-1,1,0.006912947311165016,0.006912947311165016,0.011470906008710799,0.011470906008710799,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,6.228571428571429,e1q1a-2,1,0.009900811060244966,0.009900811060244966,0.011684457786264804,0.011684457786264804,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,7.114285714285714,e1q1a-3,1,0.00870233238012184,0.00870233238012184,0.005952463827353245,0.005952463827353245,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,4.514285714285714,e1q3-1,1,0.01015113060008094,0.01015113060008094,0.014141612311002817,0.014141612311002817,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,5.628571428571429,e1q3-3,1,0.009786734512708159,0.009786734512708159,0.008828029548247287,0.008828029548247287,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,9.485714285714286,e2q2-4,1,0.008940711756746524,0.008940711756746524,0.009774522832844407,0.009774522832844407,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,7.114285714285714,e2q3-1,1,0.0127160487692402,0.0127160487692402,0.008598280483002518,0.008598280483002518,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,7.057142857142857,e2q3a-1,1,0.014228148408130383,0.014228148408130383,0.015208510099139412,0.015208510099139412,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,6.2,e2q3a-2,1,0.0110534604144744,0.0110534604144744,0.007114721570391614,0.007114721570391614,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,4.457142857142857,e2qa-1,1,0.006683552776447771,0.006683552776447771,0.016436124174595924,0.016436124174595924,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,5.428571428571429,e2qa-2,1,0.00831053455856377,0.00831053455856377,0.014198493428165959,0.014198493428165959,NA
L3-hays-plants-compagnoni.csv,1I3G4PWuQWovgUk1_GQ43Y6snqL72pnBx,38,72,35,34,COUNT,4.142857142857143,e2qo-7,1,0.005760222861576183,0.005760222861576183,0.016018914207498,0.016018914207498,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,13.142857142857142,11,1,0.01875428418703606,0.01875428418703606,0.005708602140341976,0.005708602140341976,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,14.428571428571429,19,1,0.024136174927770742,0.024136174927770742,0.010347716749887133,0.010347716749887133,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,15,24,1,0.02072390757114971,0.02072390757114971,0.007142393695952328,0.007142393695952328,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,9.857142857142858,5A,1,0.020551399460335282,0.020551399460335282,0.004230620606605182,0.004230620606605182,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,13.642857142857142,5B,1,0.017029795574000514,0.017029795574000514,0.005526949659924555,0.005526949659924555,NA
L3-sgs-plants-compagnoni.csv,1-CvqdA4DCGB51B3geVTwN5uQcvFEBcnr,1995,2008,14,13,PERCENT_COVER,16.428571428571427,7C,1,0.019247516130333483,0.019247516130333483,0.006210673060687578,0.006210673060687578,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,24.153846153846153,C_A,1,0.057393508336346384,0.057393508336346384,0.004239590361499777,0.004239590361499777,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,28.692307692307693,C_B,1,0.057900829428319395,0.057900829428319395,0.0057720545196464105,0.0057720545196464105,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,25.307692307692307,C_C,1,0.058080196772557206,0.058080196772557206,0.005688402923358738,0.005688402923358738,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,25.53846153846154,C_D,1,0.05853845001663163,0.05853845001663163,0.005569319197841471,0.005569319197841471,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,29.53846153846154,C_E,1,0.05934893742634761,0.05934893742634761,0.00988765191531843,0.00988765191531843,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,32,G_A,1,0.06226356926184187,0.06226356926184187,0.010066869348945672,0.010066869348945672,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,28.615384615384617,G_B,1,0.05873281954719123,0.05873281954719123,0.011368175631709318,0.011368175631709318,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,30,G_C,1,0.058264607387586896,0.058264607387586896,0.012253869782864827,0.012253869782864827,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,28.846153846153847,G_D,1,0.059099137545720486,0.059099137545720486,0.013505393308501803,0.013505393308501803,NA
L3-sev-arthropods-compagnoni.csv,1eXE5otabcA87KWGgeid92h7sKy8jKdqN,1992,2004,13,12,Average_count,29.076923076923077,G_E,1,0.06316067604729382,0.06316067604729382,0.015773314038854472,0.015773314038854472,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),13.045454545454545,BOER_1,1,0.012605312122133247,0.012605312122133247,0.010289792624772942,0.010289792624772942,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),13.681818181818182,BOER_2,1,0.011435020583377165,0.011435020583377165,0.010947874934603192,0.010947874934603192,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),11.636363636363637,BOER_3,1,0.01705259779981949,0.01705259779981949,0.01867245967614358,0.01867245967614358,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),11.590909090909092,BOER_4,1,0.01697343727858543,0.01697343727858543,0.02312729051302121,0.02312729051302121,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),12.227272727272727,BOER_5,1,0.012623202436196104,0.012623202436196104,0.01523855355854481,0.01523855355854481,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),6.090909090909091,LATR_1,1,0.011870706778223907,0.011870706778223907,0.008771934856485173,0.008771934856485173,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),9.863636363636363,LATR_2,1,0.014082990562863077,0.014082990562863077,0.007095898987790881,0.007095898987790881,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),7.454545454545454,LATR_3,1,0.012559416702280573,0.012559416702280573,0.012963791180960402,0.012963791180960402,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),6.5,LATR_4,1,0.014000336840698643,0.014000336840698643,0.015291271531166939,0.015291271531166939,NA
L3-sev-grasshopper-compagnoni.csv,1fvq48jYfqsaCu7I41qaottXkcmdSCQvn,1992,2013,22,21,Count (two censuses a year),9.318181818181818,LATR_5,1,0.014152874078530815,0.014152874078530815,0.009844658792003502,0.009844658792003502,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,7.722222222222222,ABUR,1,0.04059566599894642,0.04059566599894642,0.08552891683279196,0.08552891683279196,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,9.777777777777779,AHND,1,0.03873046917442254,0.03873046917442254,0.2517330939831369,0.2517330939831369,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,17.88888888888889,AQUE,1,0.03332676626351248,0.03332676626351248,0.13800164376900959,0.13800164376900959,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,8.555555555555555,BULL,1,0.043997619282845644,0.043997619282845644,0.09902032636290051,0.09902032636290051,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,13.333333333333334,CARP,1,0.03531704904928338,0.03531704904928338,0.046661089774471816,0.046661089774471816,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,6.444444444444445,GOLB,1,0.044704440630568644,0.044704440630568644,0.14533561137877538,0.14533561137877538,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,10.38888888888889,IVEE,1,0.042249509127562146,0.042249509127562146,0.12015047019210987,0.12015047019210987,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,12.88888888888889,MOHK,1,0.02876661406674757,0.02876661406674757,0.03282725635850792,0.03282725635850792,NA
L3-sbc-fish-castorani.csv,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,2001,2018,18,17,g dry per m2,22.22222222222222,NAPL,1,0.018231229605765675,0.018231229605765675,0.009381997436253248,0.009381997436253248,NA
L3-sbc-mobileInverts-castorani.csv,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,2001,2018,18,17,g dry per m2,4.111111111111111,ABUR,1,0.03749648992310885,0.03749648992310885,0.08741287301253166,0.08741287301253166,NA
L3-sbc-mobileInverts-castorani.csv,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,2001,2018,18,17,g dry per m2,9.055555555555555,AHND,1,0.0321387244445639,0.0321387244445639,0.04433299095167603,0.04433299095167603,NA
L3-sbc-mobileInverts-castorani.csv,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,2001,2018,18,17,g dry per m2,18.5,AQUE,1,0.017954344979384557,0.017954344979384557,0.11531999834317318,0.11531999834317318,NA
L3-sbc-mobileInverts-castorani.csv,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,2001,2018,18,17,g dry per m2,10.333333333333334,BULL,1,0.026038057896449397,0.026038057896449397,0.02448805678196594,0.02448805678196594,NA
L3-sbc-mobileInverts-castorani.csv,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,2001,2018,18,17,g dry per m2,19.5,CARP,1,0.004667669313048493,0.004667669313048493,0.007461085943349511,0.007461085943349511,NA
L3-sbc-mobileInverts-castorani.csv,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,2001,2018,18,17,g dry per m2,9.333333333333334,GOLB,1,0.026860112495077464,0.026860112495077464,0.10320986210043094,0.10320986210043094,NA
L3-sbc-mobileInverts-castorani.csv,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,2001,2018,18,17,g dry per m2,11.666666666666666,IVEE,1,0.01994773034521156,0.01994773034521156,0.02505300967638233,0.02505300967638233,NA
L3-sbc-mobileInverts-castorani.csv,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,2001,2018,18,17,g dry per m2,11.777777777777779,MOHK,1,0.006588696342741681,0.006588696342741681,0.01766370174651098,0.01766370174651098,NA
L3-sbc-mobileInverts-castorani.csv,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,2001,2018,18,17,g dry per m2,20,NAPL,1,0.007404798533212407,0.007404798533212407,0.012393977562644015,0.012393977562644015,NA
L3-sbc-sessileInverts-castorani.csv,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,2001,2018,18,17,g dry per m2,5.944444444444445,ABUR,1,0.023343188044794946,0.023343188044794946,0.08813725219633355,0.08813725219633355,NA
L3-sbc-sessileInverts-castorani.csv,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,2001,2018,18,17,g dry per m2,6.611111111111111,AHND,1,0.027415874778695355,0.027415874778695355,0.06777039385885206,0.06777039385885206,NA
L3-sbc-sessileInverts-castorani.csv,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,2001,2018,18,17,g dry per m2,28.166666666666668,AQUE,1,0.0018153817661759586,0.0018153817661759586,0.010485048968018159,0.010485048968018159,NA
L3-sbc-sessileInverts-castorani.csv,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,2001,2018,18,17,g dry per m2,12.222222222222221,BULL,1,8.151510453607353e-4,8.151510453607353e-4,0.013730978706611626,0.013730978706611626,NA
L3-sbc-sessileInverts-castorani.csv,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,2001,2018,18,17,g dry per m2,26.555555555555557,CARP,1,7.970990219853751e-4,7.970990219853751e-4,0.012066663769708174,0.012066663769708174,NA
L3-sbc-sessileInverts-castorani.csv,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,2001,2018,18,17,g dry per m2,10.5,GOLB,1,0.005393120800417695,0.005393120800417695,0.11211834912381903,0.11211834912381903,NA
L3-sbc-sessileInverts-castorani.csv,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,2001,2018,18,17,g dry per m2,14.777777777777779,IVEE,1,0.0014134853033805808,0.0014134853033805808,0.03774987506548996,0.03774987506548996,NA
L3-sbc-sessileInverts-castorani.csv,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,2001,2018,18,17,g dry per m2,21.5,MOHK,1,0.009954365445380932,0.009954365445380932,0.06842706959353302,0.06842706959353302,NA
L3-sbc-sessileInverts-castorani.csv,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,2001,2018,18,17,g dry per m2,33,NAPL,1,0.0033767922277843053,0.0033767922277843053,0.011185479805177298,0.011185479805177298,NA
L3-sbc-algae-castorani.csv,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,2001,2018,18,17,g dry per m2,19.27777777777778,ABUR,1,0.016347834476527084,0.016347834476527084,0.016292805426138895,0.016292805426138895,NA
L3-sbc-algae-castorani.csv,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,2001,2018,18,17,g dry per m2,11.88888888888889,AHND,NaN,NaN,NaN,NA,NA,NA
L3-sbc-algae-castorani.csv,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,2001,2018,18,17,g dry per m2,19.666666666666668,AQUE,1,0.007875030444171803,0.007875030444171803,0.015514651529066432,0.015514651529066432,NA
L3-sbc-algae-castorani.csv,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,2001,2018,18,17,g dry per m2,20,BULL,1,0.009470986719205975,0.009470986719205975,0.008593763202603216,0.008593763202603216,NA
L3-sbc-algae-castorani.csv,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,2001,2018,18,17,g dry per m2,23.055555555555557,CARP,1,0.00856301402632846,0.00856301402632846,0.03980131205558483,0.03980131205558483,NA
L3-sbc-algae-castorani.csv,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,2001,2018,18,17,g dry per m2,14.944444444444445,GOLB,1,0.009412330281029307,0.009412330281029307,0.017766247035316596,0.017766247035316596,NA
L3-sbc-algae-castorani.csv,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,2001,2018,18,17,g dry per m2,17,IVEE,1,0.007155224626437586,0.007155224626437586,0.010264019029409169,0.010264019029409169,NA
L3-sbc-algae-castorani.csv,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,2001,2018,18,17,g dry per m2,14,MOHK,1,0.004431506299392118,0.004431506299392118,0.005069290557145694,0.005069290557145694,NA
L3-sbc-algae-castorani.csv,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,2001,2018,18,17,g dry per m2,21.22222222222222,NAPL,1,0.013232040235156804,0.013232040235156804,0.015525616997597707,0.015525616997597707,NA
L3-jrn-lizards-hope.csv,0B7o8j0RLpcxiYW10X1djMTBGM0U,1990,2005,16,15,count,4.0625,BASN,1,0.02553154125256747,0.02553154125256747,0.013314537143833568,0.013314537143833568,NA
L3-jrn-lizards-hope.csv,0B7o8j0RLpcxiYW10X1djMTBGM0U,1990,2005,16,15,count,2.6875,CALI,1,0.017008003479211904,0.017008003479211904,0.027857495590828927,0.027857495590828927,NA
L3-jrn-lizards-hope.csv,0B7o8j0RLpcxiYW10X1djMTBGM0U,1990,2005,16,15,count,3,EAST,1,0.01287673043924874,0.01287673043924874,0.013098497968608742,0.013098497968608742,NA
L3-jrn-lizards-hope.csv,0B7o8j0RLpcxiYW10X1djMTBGM0U,1990,2005,16,15,count,2.625,GRAV,1,0.024226645139033703,0.024226645139033703,0.02478754932344324,0.02478754932344324,NA
L3-jrn-lizards-hope.csv,0B7o8j0RLpcxiYW10X1djMTBGM0U,1990,2005,16,15,count,3.1875,IBPE,1,0.008949365368782733,0.008949365368782733,0.020772138083794356,0.020772138083794356,NA
L3-jrn-lizards-hope.csv,0B7o8j0RLpcxiYW10X1djMTBGM0U,1990,2005,16,15,count,3.0625,RABB,1,0.012068624830770813,0.012068624830770813,0.0307509267455545,0.0307509267455545,NA
L3-jrn-lizards-hope.csv,0B7o8j0RLpcxiYW10X1djMTBGM0U,1990,2005,16,15,count,2.3125,SAND,1,0.00991274663648321,0.00991274663648321,0.017866666666666666,0.017866666666666666,NA
