DATE,SITE_ID,VARIABLE_NAME,SCIENTIFIC_NAME,COARSE_GROUPING,VALUE
2004,AHND,ES,Demospongiae,SESSILE INVERT,0.31104567
2004,AHND,EUCL,Euherdmania claviformis,SESSILE INVERT,0
2004,AHND,EUPO,Eudistylia polymorpha,SESSILE INVERT,0
2004,AHND,EUQU,Eupentacta quinquesemita,SESSILE INVERT,0
2004,AHND,FASP,Gloiocladia,UNDERSTORY ALGAE,0
2004,AHND,FB,Ectocarpaceae,UNDERSTORY ALGAE,0
2004,AHND,FG,Chlorophyta,UNDERSTORY ALGAE,0
2004,AHND,FR,Rhodophyta,UNDERSTORY ALGAE,0
2004,AHND,FTHR,Ceramiales,UNDERSTORY ALGAE,0
2004,AHND,GR,Gelidium robustum,UNDERSTORY ALGAE,0
2004,AHND,GS,Gracilaria,UNDERSTORY ALGAE,0
2004,AHND,GYSP,Gymnogongrus,UNDERSTORY ALGAE,0
2004,AHND,HAGL,Halosaccion glandiforme,UNDERSTORY ALGAE,0
2004,AHND,HC,Acanthancora cyanocrypta,SESSILE INVERT,0
2004,AHND,HIP,Primavelans mexicana,SESSILE INVERT,0
2004,AHND,HPAC,Heteropora pacifica,SESSILE INVERT,0
2004,AHND,IR,Iridaea,UNDERSTORY ALGAE,0
2004,AHND,LAFA,Laminaria farlowii,UNDERSTORY ALGAE,0
2004,AHND,LI,Lithothrix,UNDERSTORY ALGAE,0
2004,AHND,LINU,Lissothuria nutriens,SESSILE INVERT,0
2004,AHND,LNUT,Leucilla nuttingi,SESSILE INVERT,0
2004,AHND,LOCH,Leptogorgia chilensis,SESSILE INVERT,0
2004,AHND,LS,Laurencia,UNDERSTORY ALGAE,0
2004,AHND,LX,Osmundea spectabilis,UNDERSTORY ALGAE,0
2004,AHND,MC,Mytilus californianus,SESSILE INVERT,0
2004,AHND,MISE,Metridium dianthus,SESSILE INVERT,0
2004,AHND,MT,Jellyella tuberculata,SESSILE INVERT,0
2004,AHND,MUCA,Muricea californica,SESSILE INVERT,0
2004,AHND,MUFR,Muricea fruticosa,SESSILE INVERT,0
2004,AHND,NANDERSON,Nienburgia andersoniana,UNDERSTORY ALGAE,0
2004,AHND,NEO,Agardhiella subulata,UNDERSTORY ALGAE,0
2004,AHND,OBSP,Obelia,SESSILE INVERT,0
2004,AHND,PA,Phragmatopoma californica,SESSILE INVERT,0.003871155
2004,AHND,PAFI,Pachycerianthus fimbriatus,SESSILE INVERT,0
2004,AHND,PAST,Paracyathus stearnsi,SESSILE INVERT,0
2004,AHND,PHOR,Phoronida,SESSILE INVERT,0
2004,AHND,PHSE,Phycodrys setchellii,UNDERSTORY ALGAE,0
2004,AHND,PHSP,Phyllactis,SESSILE INVERT,0
2004,AHND,PHTO,Phyllospadix torreyi,UNDERSTORY ALGAE,0
2004,AHND,PIEL,Pista elongata,SESSILE INVERT,0
2004,AHND,PL,Prionitis lanceolata,UNDERSTORY ALGAE,0
2004,AHND,PLAB,Phidolopora labiata,SESSILE INVERT,0
2004,AHND,PLUM,Plumularia,SESSILE INVERT,0
2004,AHND,POLA,Polyneura latissima,UNDERSTORY ALGAE,0
2004,AHND,POPL,Polyclinum planum,SESSILE INVERT,0
2004,AHND,PRSP,Prionitis linearis,UNDERSTORY ALGAE,0
2004,AHND,PRUB,Pachythyone rubra,SESSILE INVERT,0.549724533774451
2004,AHND,PTCA,Pterygophora californica,UNDERSTORY ALGAE,20.959125
2004,AHND,PYST,Pycnoclavella stanleyi,SESSILE INVERT,0
2004,AHND,R,Rhodymenia californica,UNDERSTORY ALGAE,7.625
2004,AHND,RAT,Rhodophyta,UNDERSTORY ALGAE,0
2004,AHND,SABW,Sabellidae,SESSILE INVERT,0
2004,AHND,SAFU,Sarcodiotheca furcata,UNDERSTORY ALGAE,0
2004,AHND,SAHO,Sargassum horneri,UNDERSTORY ALGAE,0
2004,AHND,SAMU,Sargassum muticum,UNDERSTORY ALGAE,0
2004,AHND,SC,Spheciospongia confoederata,SESSILE INVERT,0
2004,AHND,SCCA,Scinaia confusa,UNDERSTORY ALGAE,0
2004,AHND,SE,Thylacodes squamigerus,SESSILE INVERT,0
2004,AHND,SELO,Scytosiphon lomentaria,UNDERSTORY ALGAE,0
2004,AHND,ST,Salmacina tribranchiata,SESSILE INVERT,0
2004,AHND,STIN,Stenogramma californica,UNDERSTORY ALGAE,0
2004,AHND,STMO,Styela montereyensis,SESSILE INVERT,7.12148848670446
2004,AHND,TALE,Taonia lennebackerae,UNDERSTORY ALGAE,0
2004,AHND,TC,Thalamoporella californica,SESSILE INVERT,0
2004,AHND,TEAU,Tethya aurantium,SESSILE INVERT,0
2004,AHND,UAB,Bryozoa,SESSILE INVERT,0.169251525
2004,AHND,UIH,Hydroidolina,SESSILE INVERT,0.0643619025
2004,AHND,UM,Arthropoda,SESSILE INVERT,0
2004,AHND,UNAN,Anthozoa,SESSILE INVERT,0
2004,AHND,URLO,Urticina eques,SESSILE INVERT,0
2004,AHND,URPI,Urticina piscivora,SESSILE INVERT,0
2004,AHND,UT,Chordata,SESSILE INVERT,0
2004,AHND,UV,Ulva,UNDERSTORY ALGAE,0
2004,AHND,WASP,Watersipora subatra,SESSILE INVERT,0
2004,AQUE,AB,Abietinaria,SESSILE INVERT,0
2004,AQUE,AL,Astrangia haimei,SESSILE INVERT,0.0035362437499999997
2004,AQUE,AMZO,Amphiroa beauvoisii,UNDERSTORY ALGAE,0
2004,AQUE,ANSP,Anthopleura,SESSILE INVERT,0.6674806440556411
2004,AQUE,AR,Eudistoma psammion,SESSILE INVERT,0
2004,AQUE,ARUD,Discophyton rudyi,SESSILE INVERT,0
2004,AQUE,AS,Aglaophenia,SESSILE INVERT,0.026227479166666665
2004,AQUE,ATM,Amphipoda,SESSILE INVERT,0
2004,AQUE,AU,Acrosorium ciliolatum,UNDERSTORY ALGAE,0
2004,AQUE,BA,Megabalanus californicus,SESSILE INVERT,0
2004,AQUE,BAEL,Balanophyllia elegans,SESSILE INVERT,0.60902764524759
2004,AQUE,BCAL,Bugulina californica,SESSILE INVERT,0
2004,AQUE,BF,Cryptopleura ruprechtiana,UNDERSTORY ALGAE,0
2004,AQUE,BN,Bugula neritina,SESSILE INVERT,0
2004,AQUE,BO,Bossiella orbigniana,UNDERSTORY ALGAE,0
2004,AQUE,BOW,Amathia gracilis,SESSILE INVERT,0
2004,AQUE,BR,Rhodophyceae,UNDERSTORY ALGAE,1.8083333333333333
2004,AQUE,BRA,Rhodophyceae,UNDERSTORY ALGAE,0.7625000000000001
2004,AQUE,BRSP,Barentsia,SESSILE INVERT,0
2004,AQUE,CAL,Calliarthron cheilosporioid,UNDERSTORY ALGAE,0.42083333333333334
2004,AQUE,CC,Chondracanthus,UNDERSTORY ALGAE,1.05625
2004,AQUE,CESP,Cellaria,SESSILE INVERT,0
2004,AQUE,CF,Callophyllis flabellulata,UNDERSTORY ALGAE,0
2004,AQUE,CG,Cladophora graminea,UNDERSTORY ALGAE,0
2004,AQUE,CHPR,Chelyosoma productum,SESSILE INVERT,0
2004,AQUE,CILU,Timarete luxuriosa,SESSILE INVERT,0
2004,AQUE,CL,Clavelina,SESSILE INVERT,0
2004,AQUE,CO,Corallina officinalis,UNDERSTORY ALGAE,0
2004,AQUE,COF,Codium fragile,UNDERSTORY ALGAE,0
2004,AQUE,COST,Celleporina robertsoniae,SESSILE INVERT,0
2004,AQUE,CP,Colpomenia,UNDERSTORY ALGAE,0
2004,AQUE,CRGI,Crassadoma gigantea,SESSILE INVERT,0.019153993268686335
2004,AQUE,CROC,Crisia occidentalis,SESSILE INVERT,0
2004,AQUE,CRYP,Cryptopleura,UNDERSTORY ALGAE,0
2004,AQUE,CUPI,Cucumaria piperata,SESSILE INVERT,0.00748134375
2004,AQUE,CUSP,Cucumaria,SESSILE INVERT,0
2004,AQUE,CY,Corynactis californica,SESSILE INVERT,0.03982468
2004,AQUE,CYOS,Stephanocystis osmundacea,UNDERSTORY ALGAE,1.4116666666666666
2004,AQUE,CZ,Chondracanthus spinosus,UNDERSTORY ALGAE,0
2004,AQUE,DC,Diaperoforma californica,SESSILE INVERT,0.0050248687500000005
2004,AQUE,DIOR,Diopatra ornata,SESSILE INVERT,5.607257783333333
2004,AQUE,DL,Desmarestia ligulata,UNDERSTORY ALGAE,47.306250000000006
2004,AQUE,DOFE,Dodecaceria fewkesi,SESSILE INVERT,0
2004,AQUE,DP,Dictyota,UNDERSTORY ALGAE,0
2004,AQUE,DU,Dictyopteris undulata,UNDERSTORY ALGAE,0
2004,AQUE,EA,Eisenia arborea,UNDERSTORY ALGAE,0
2004,AQUE,EC,Corallinales,UNDERSTORY ALGAE,1.03125
2004,AQUE,ECB,Bryozoa,SESSILE INVERT,0
2004,AQUE,EGME,Egregia menziesii,UNDERSTORY ALGAE,0
2004,AQUE,ER,Rhodophyta,UNDERSTORY ALGAE,0.06874999999999999
2004,AQUE,ES,Demospongiae,SESSILE INVERT,1.814433075
2004,AQUE,EUCL,Euherdmania claviformis,SESSILE INVERT,0
2004,AQUE,EUPO,Eudistylia polymorpha,SESSILE INVERT,0.15025486883913233
2004,AQUE,EUQU,Eupentacta quinquesemita,SESSILE INVERT,0.3365852901388232
2004,AQUE,FASP,Gloiocladia,UNDERSTORY ALGAE,0
2004,AQUE,FB,Ectocarpaceae,UNDERSTORY ALGAE,0
2004,AQUE,FG,Chlorophyta,UNDERSTORY ALGAE,0
2004,AQUE,FR,Rhodophyta,UNDERSTORY ALGAE,0.16666666666666666
2004,AQUE,FTHR,Ceramiales,UNDERSTORY ALGAE,0
2004,AQUE,GR,Gelidium robustum,UNDERSTORY ALGAE,0
2004,AQUE,GS,Gracilaria,UNDERSTORY ALGAE,0.9375
2004,AQUE,GYSP,Gymnogongrus,UNDERSTORY ALGAE,0
2004,AQUE,HAGL,Halosaccion glandiforme,UNDERSTORY ALGAE,0
2004,AQUE,HC,Acanthancora cyanocrypta,SESSILE INVERT,0.051840945
2004,AQUE,HIP,Primavelans mexicana,SESSILE INVERT,0
2004,AQUE,HPAC,Heteropora pacifica,SESSILE INVERT,0
2004,AQUE,IR,Iridaea,UNDERSTORY ALGAE,0
2004,AQUE,LAFA,Laminaria farlowii,UNDERSTORY ALGAE,0
2004,AQUE,LI,Lithothrix,UNDERSTORY ALGAE,0
2004,AQUE,LINU,Lissothuria nutriens,SESSILE INVERT,0
2004,AQUE,LNUT,Leucilla nuttingi,SESSILE INVERT,0.36041897666666667
2004,AQUE,LOCH,Leptogorgia chilensis,SESSILE INVERT,0.0012998227067617734
2004,AQUE,LS,Laurencia,UNDERSTORY ALGAE,0
2004,AQUE,LX,Osmundea spectabilis,UNDERSTORY ALGAE,0
2004,AQUE,MC,Mytilus californianus,SESSILE INVERT,0
2004,AQUE,MISE,Metridium dianthus,SESSILE INVERT,0
2004,AQUE,MT,Jellyella tuberculata,SESSILE INVERT,0
2004,AQUE,MUCA,Muricea californica,SESSILE INVERT,0.20819609244647633
2004,AQUE,MUFR,Muricea fruticosa,SESSILE INVERT,0.004630511689197633
2004,AQUE,NANDERSON,Nienburgia andersoniana,UNDERSTORY ALGAE,0
2004,AQUE,NEO,Agardhiella subulata,UNDERSTORY ALGAE,0.46875
2004,AQUE,OBSP,Obelia,SESSILE INVERT,0
2004,AQUE,PA,Phragmatopoma californica,SESSILE INVERT,6.451925e-4
2004,AQUE,PAFI,Pachycerianthus fimbriatus,SESSILE INVERT,1.3202566086839054
2004,AQUE,PAST,Paracyathus stearnsi,SESSILE INVERT,0.036892245887553334
2004,AQUE,PHOR,Phoronida,SESSILE INVERT,0
2004,AQUE,PHSE,Phycodrys setchellii,UNDERSTORY ALGAE,0
2004,AQUE,PHSP,Phyllactis,SESSILE INVERT,0
2004,AQUE,PHTO,Phyllospadix torreyi,UNDERSTORY ALGAE,0
2004,AQUE,PIEL,Pista elongata,SESSILE INVERT,0
2004,AQUE,PL,Prionitis lanceolata,UNDERSTORY ALGAE,0
2004,AQUE,PLAB,Phidolopora labiata,SESSILE INVERT,0
2004,AQUE,PLUM,Plumularia,SESSILE INVERT,0
2004,AQUE,POLA,Polyneura latissima,UNDERSTORY ALGAE,0
2004,AQUE,POPL,Polyclinum planum,SESSILE INVERT,0
2004,AQUE,PRSP,Prionitis linearis,UNDERSTORY ALGAE,0
2004,AQUE,PRUB,Pachythyone rubra,SESSILE INVERT,0.03801135834261386
2004,AQUE,PTCA,Pterygophora californica,UNDERSTORY ALGAE,24.480645833333334
2004,AQUE,PYST,Pycnoclavella stanleyi,SESSILE INVERT,0
2004,AQUE,R,Rhodymenia californica,UNDERSTORY ALGAE,3.05
2004,AQUE,RAT,Rhodophyta,UNDERSTORY ALGAE,0.41875
2004,AQUE,SABW,Sabellidae,SESSILE INVERT,0
2004,AQUE,SAFU,Sarcodiotheca furcata,UNDERSTORY ALGAE,0
2004,AQUE,SAHO,Sargassum horneri,UNDERSTORY ALGAE,0
2004,AQUE,SAMU,Sargassum muticum,UNDERSTORY ALGAE,0
2004,AQUE,SC,Spheciospongia confoederata,SESSILE INVERT,0
2004,AQUE,SCCA,Scinaia confusa,UNDERSTORY ALGAE,0
2004,AQUE,SE,Thylacodes squamigerus,SESSILE INVERT,0
2004,AQUE,SELO,Scytosiphon lomentaria,UNDERSTORY ALGAE,0
2004,AQUE,ST,Salmacina tribranchiata,SESSILE INVERT,0
2004,AQUE,STIN,Stenogramma californica,UNDERSTORY ALGAE,0
2004,AQUE,STMO,Styela montereyensis,SESSILE INVERT,0.3709320590936422
2004,AQUE,TALE,Taonia lennebackerae,UNDERSTORY ALGAE,0
2004,AQUE,TC,Thalamoporella californica,SESSILE INVERT,0.11283435
2004,AQUE,TEAU,Tethya aurantium,SESSILE INVERT,2.0112617862315885
2004,AQUE,UAB,Bryozoa,SESSILE INVERT,0.0658200375
2004,AQUE,UIH,Hydroidolina,SESSILE INVERT,0.00766213125
2004,AQUE,UM,Arthropoda,SESSILE INVERT,6.4783125e-4
2004,AQUE,UNAN,Anthozoa,SESSILE INVERT,0
2004,AQUE,URLO,Urticina eques,SESSILE INVERT,0.17677373528703666
2004,AQUE,URPI,Urticina piscivora,SESSILE INVERT,0
2004,AQUE,UT,Chordata,SESSILE INVERT,0.10405903166666668
2004,AQUE,UV,Ulva,UNDERSTORY ALGAE,0
2004,AQUE,WASP,Watersipora subatra,SESSILE INVERT,0
2004,BULL,AB,Abietinaria,SESSILE INVERT,0
2004,BULL,AL,Astrangia haimei,SESSILE INVERT,0
2004,BULL,AMZO,Amphiroa beauvoisii,UNDERSTORY ALGAE,0
2004,BULL,ANSP,Anthopleura,SESSILE INVERT,11.516033657978587
2004,BULL,AR,Eudistoma psammion,SESSILE INVERT,0.50004781
2004,BULL,ARUD,Discophyton rudyi,SESSILE INVERT,0
2004,BULL,AS,Aglaophenia,SESSILE INVERT,0.020981983333333332
2004,BULL,ATM,Amphipoda,SESSILE INVERT,0
2004,BULL,AU,Acrosorium ciliolatum,UNDERSTORY ALGAE,0
2004,BULL,BA,Megabalanus californicus,SESSILE INVERT,0
2004,BULL,BAEL,Balanophyllia elegans,SESSILE INVERT,0
2004,BULL,BCAL,Bugulina californica,SESSILE INVERT,0
2004,BULL,BF,Cryptopleura ruprechtiana,UNDERSTORY ALGAE,32.333333333333336
2004,BULL,BN,Bugula neritina,SESSILE INVERT,0
2004,BULL,BO,Bossiella orbigniana,UNDERSTORY ALGAE,0.8416666666666667
2004,BULL,BOW,Amathia gracilis,SESSILE INVERT,0
